"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57"
"2692",1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,2,1,2,1,2
"2693",1,1,2,2,1,2,1,2,1,2,1,2,1,2,2,1,1,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,1,2,1,1,2,2
"2694",1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,1,2
"2695",1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,2,2
"2696",2,1,1,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,1,2
"2697",1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2
"2698",2,1,1,2,1,1,1,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,1,2,2,2
"2699",1,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2
"2700",1,1,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,1,2,2,1,2,2
"2701",2,2,1,1,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"2702",2,2,1,2,1,1,2,2,2,2,2,1,2,1,2,2,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,2,1,1,1,2,1,1,1,2,2,1,2,2,1,1,2,1,1,1,1,2,2,1,2,2,2
"2703",1,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1,2,1,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,2,2,1,1,1,1
"2704",1,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2
"2705",2,2,2,1,1,1,2,2,2,2,1,1,2,1,2,1,1,2,2,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"2706",1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,1
"2707",1,1,1,1,1,1,2,2,1,2,1,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,1,2,2,2,2,1,1,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,1,2
"2708",1,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,1,1
"2709",1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,1,2
"2710",2,1,2,2,1,2,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,2,2
"2711",NA,NA,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"2712",1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,1,1,1,2,2,1,1,2,NA,2,2,2,2,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2
"2713",NA,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1,1,2,1,2,2,NA,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"2714",1,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1,NA,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"2715",2,2,1,2,1,1,2,1,2,2,2,1,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,1,1,2
"2716",2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2
"2717",2,2,1,2,1,1,2,2,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,1,1,NA,1,2,2,2,1,2,1,1,2,2,2,1,1,2,1,2
"2718",1,1,2,2,1,2,1,1,1,2,2,1,1,1,2,1,1,1,1,NA,1,2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,1,2,2,2,1,2,1,1,1,2,1,1,2,2,2,2
"2719",1,1,2,2,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2
"2720",1,2,1,1,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2
"2721",1,1,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,1,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,1,2,1,2,1,2,1,2
"2722",1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,2,1,2
"2723",2,1,2,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2
"2724",2,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"2725",1,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,2,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,1,2,2,1,1,2,2,2
"2726",1,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,1,1,2,1,1,2,2,2,2,2
"2727",2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2
"2728",1,1,2,2,1,1,1,2,1,2,1,2,2,1,2,1,1,1,1,1,1,2,1,1,2,1,2,1,NA,1,1,2,2,1,2,2,2,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,2
"2729",1,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2
"2730",1,1,2,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,2,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2
"2731",1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,1,2,1,2,2,1,1,2,2
"2732",1,2,1,2,1,2,2,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,1,1,2,2
"2733",1,2,2,1,1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2
"2734",1,1,2,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2
"2735",1,1,2,1,1,2,1,1,1,2,2,1,1,1,2,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,1,2,1,2,1,2,2,2,2,1,2,1,1,2,2,2,1,2,1,2
"2736",1,1,1,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1
"2737",1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1
"2738",1,2,1,2,1,2,2,2,2,2,1,2,1,1,2,2,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2
"2739",1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,1,2
"2740",1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,1,1,2,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1
"2741",2,2,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1
"2742",1,2,2,1,2,2,2,1,2,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,1,1,1,2,1,2,1,2,1,2
"2743",1,1,2,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,2,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2
"2744",1,2,1,2,1,1,1,2,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,2,1,2,2,2,1,2
"2745",1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,1,2,1,2,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,1,2,2,2,1,2,1,2,1,2,2,2
"2746",2,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,1,1,2
"2747",1,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,2,1,1,2,2,1,2,2,1,2,2,2
"2748",1,2,2,1,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2
"2749",2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,2,1,1
"2750",1,1,2,2,1,1,2,2,1,2,2,1,NA,1,2,2,1,1,1,1,1,2,2,2,NA,2,1,2,2,1,1,2,2,1,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,1,NA,1,2,2,1
"2751",1,1,2,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,NA,2,1,1,2,1,NA,1,2,2,1,1,2
"2752",1,1,2,1,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,2,2,NA,1,2,2,1,1,1,2,2,1,1,1,2
"2753",2,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"2754",1,2,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,2,2
"2755",1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,NA,2,1,2,2,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,1,2,2
"2756",1,1,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"2757",1,1,1,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,1,1,2,2,2,1,1,2,1,2
"2758",1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,1,2,2
"2759",2,2,2,2,1,1,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,2
"2760",1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,1,1,1
"2761",1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,2,1,2,2,1,2,1,2,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1
"2762",1,2,2,2,1,2,2,2,1,2,1,1,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,1,1,2
"2763",1,1,2,2,2,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,1,1,2,1,1,1,2,2,2,1,2,2,2
"2764",1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,1,1,2,2
"2765",1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2
"2766",1,2,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2
"2767",1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2
"2768",1,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,2,1,1,2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1
"2769",1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,2,NA,1,2,2,1,2,1,2,2,2,1,1,1,1,1,2,2,2,2,1,2,1
"2770",1,1,1,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,2,1,2,1,1,2,1,2,2,1,2,1,2
"2771",2,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1
"2772",1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2
"2773",2,1,2,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2
"2774",1,2,2,1,1,1,1,1,1,1,2,1,1,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2,1,1,2,1,2
"2775",1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2
"2776",1,1,1,1,1,1,2,2,1,2,1,2,1,1,2,1,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,2,2,1,2,1,1,1,2,2,1,1,1,2,2
"2777",1,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,1
"2778",1,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2,1,2,1,1,2,2,1,1,1,1,1,2
"2779",1,1,2,1,1,2,1,2,1,2,1,1,2,1,2,1,NA,1,1,1,1,NA,1,2,2,1,2,NA,2,1,1,2,2,NA,2,NA,NA,1,2,NA,2,NA,2,2,1,1,1,1,2,1,2,NA,2,NA,1,1,2
"2780",2,1,2,2,1,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,1,2,1,1,1,2
"2781",1,1,2,2,1,2,1,2,1,2,1,1,1,1,2,1,1,1,1,2,1,1,2,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2,1,2,2,2,1,2
"2782",2,1,2,2,1,1,2,1,2,2,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,2,1,2,1,1,1,2,1,2,2,1,1,2,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,2
"2783",1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,1,1,1,1,2,1,2,1,1,1,1,2
"2784",1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1
"2785",1,2,1,1,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2
"2786",2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2
"2787",1,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2
"2788",1,1,2,2,1,2,1,2,1,2,1,1,2,1,2,1,1,1,1,2,2,1,2,2,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,2,2,2,1,1,2,2
"2789",2,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,2,1,1,2,1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,1,2,2,1
"2790",2,1,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,1,1,1,1,2,1,2,1,2,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,1
"2791",1,1,1,2,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,2,1,2,1,1,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,1,1
"2792",1,2,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,1,2,2,2,2,1,1,1,1,2,1,1,2,2,1,2
"2793",1,1,1,2,2,2,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2
"2794",1,2,1,2,1,1,2,2,2,2,1,2,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,NA,1,2,1,1,1,2,1,2,1,1,1,2
"2795",1,2,1,2,2,2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1
"2796",2,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,2,2,2
"2797",1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"2798",1,1,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,1,1,1,2,1,1,2,2
"2799",1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1
"2800",1,1,2,1,1,1,1,2,2,2,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,2,1,2,1,1,1,2,2,1,1,1,1,2
"2801",1,1,1,2,2,2,1,1,2,2,1,1,1,1,2,1,2,1,2,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,1,1,1,2
"2802",1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,2,1,2,1,2,1,2,1,1,1,1
"2803",1,2,1,1,1,2,1,1,1,2,1,2,1,1,2,2,1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2
"2804",2,2,2,2,1,1,2,2,1,2,1,1,1,2,2,2,1,1,1,1,1,2,2,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,2,1,2
"2805",1,1,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,2,1,1,1,2,1,2,1,1,2,1,1,2,1,1,2,2,2,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,2
"2806",1,1,1,1,1,2,2,2,1,2,1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,2,1,2,1,2,1,2
"2807",2,1,1,2,1,1,2,2,1,2,1,1,2,1,2,1,1,1,2,2,1,NA,1,2,1,2,2,1,NA,1,1,NA,2,1,2,1,1,NA,2,1,2,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2
