"","reason.4","reason.16","reason.17","reason.19","letter.7","letter.33","letter.34","letter.58","matrix.45","matrix.46","matrix.47","matrix.55","rotate.3","rotate.4","rotate.6","rotate.8"
"1419",NA,1,NA,1,1,1,NA,NA,NA,1,1,1,0,0,1,0
"1420",1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1
"1421",NA,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0
"1422",1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0
"1423",1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,NA
"1426",1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,0
"1427",0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0
"1428",NA,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
"1429",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1430",1,0,1,1,1,1,1,NA,0,1,1,0,0,0,0,0
"1431",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1432",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1433",0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"1434",0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
"1435",1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0
"1445",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0
"1446",0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
"1447",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1448",0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
"1449",1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0
"1450",1,1,NA,1,1,NA,NA,NA,NA,NA,NA,0,NA,0,0,0
"1451",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
"1452",1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0
"1453",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1454",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"1455",NA,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0
"1456",1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
"1457",1,1,1,1,1,0,0,1,1,1,0,0,0,0,1,0
"1458",1,1,1,0,1,1,1,0,0,0,1,1,0,0,0,0
"1460",1,1,1,1,1,1,1,NA,1,1,1,NA,0,1,1,NA
"1461",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1462",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"1463",1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"1464",1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0
"1465",1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
"1466",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1467",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1468",1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0
"1469",1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1
"1471",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1473",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1474",1,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0
"1475",1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,0
"1477",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
"1478",0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0
"1479",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"1480",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1481",1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0
"1482",1,1,1,NA,NA,0,1,0,1,NA,NA,NA,NA,0,0,0
"1483",1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
"1484",1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1
"1485",0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1486",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"1487",1,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1
"1488",NA,0,1,1,NA,0,0,NA,0,0,0,0,1,0,0,0
"1489",1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"1490",0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0
"1491",NA,NA,1,NA,0,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA
"1492",1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"1493",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1494",1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0
"1495",0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0
"1496",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1497",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"1498",1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,1
"1499",1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0
"1500",1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1
"1501",1,1,1,1,1,NA,1,1,0,1,1,0,0,0,0,0
"1502",0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0
"1503",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"1504",1,1,1,0,1,1,0,0,0,0,1,1,0,0,NA,0
"1505",1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
"1506",1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
"1507",1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0
"1508",1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0
"1509",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"1510",1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0
"1511",1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
"1512",1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0
"1513",0,0,0,1,0,1,1,0,1,1,0,0,1,0,0,0
"1514",1,1,0,1,0,0,1,1,1,0,1,0,0,0,NA,0
"1515",1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0
"1516",0,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0
"1517",1,1,0,1,0,1,1,NA,1,0,1,1,0,0,0,0
"1518",0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"1519",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1520",1,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,1
"1521",1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
"1522",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"1523",1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0
"1524",1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0
"1525",NA,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"1526",1,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0
"1527",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1
"1528",1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1
"1530",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531",1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0
"1532",1,0,NA,NA,1,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA
"1533",0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
"1535",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"1536",0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0
"1537",1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0
"1538",1,1,1,1,0,0,0,1,0,0,1,0,NA,0,0,1
"1539",0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0
"1540",1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
"1541",1,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0
"1542",1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1543",1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0
"1544",0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1545",1,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0
"1546",1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0
"1547",0,0,0,1,0,0,0,1,0,0,0,0,NA,0,0,0
"1548",1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0
"1549",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550",0,1,0,1,1,0,1,0,1,1,1,1,0,0,0,0
"1551",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1553",0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
"1554",1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0
"1555",1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"1556",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1558",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"1559",1,1,1,1,0,1,1,0,1,1,1,1,0,0,0,0
"1560",1,1,NA,1,1,1,1,1,1,0,1,1,0,0,0,0
"1561",1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
"1562",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
"1563",1,1,1,0,NA,1,0,1,0,1,1,1,0,0,1,0
"1564",1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
"1565",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"1566",1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0
"1567",1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0
"1568",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1569",1,0,0,NA,0,NA,NA,1,0,0,0,0,0,0,0,0
"1571",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"1572",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"1573",0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1
"1574",1,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0
"1575",1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
"1576",0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0
"1577",1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
"1578",1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0
"1579",NA,NA,NA,0,0,NA,NA,0,NA,NA,1,NA,NA,NA,0,NA
"1580",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
"1581",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1582",1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,0
"1583",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0
"1585",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1586",1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"1587",1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
"1588",0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
"1589",1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0
"1591",1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
"1592",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1593",1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1
"1594",NA,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
"1595",1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"1596",0,0,1,0,1,0,1,0,0,NA,0,0,0,0,0,1
"1597",1,1,NA,1,1,0,1,1,0,1,1,NA,1,1,1,NA
"1598",0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0
"1599",1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
"1600",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1601",0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0
"1602",1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
"1603",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"1604",1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,0
"1605",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607",1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
"1608",1,1,1,1,1,1,1,1,NA,NA,1,0,0,0,1,0
"1609",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1610",1,1,1,1,1,0,1,NA,1,1,1,0,0,0,0,NA
"1611",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1612",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1613",1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
"1614",NA,NA,1,NA,NA,NA,0,NA,NA,NA,1,NA,1,1,NA,NA
"1616",1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0
"1617",1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
"1619",1,1,1,NA,NA,1,1,0,1,1,1,0,0,0,0,0
"1621",1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0
"1622",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
"1623",0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0
"1624",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"1625",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
"1626",1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0
"1628",0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
"1629",1,1,1,0,0,NA,1,0,1,0,1,0,1,1,1,1
"1630",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1631",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"1632",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
"1633",0,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,0
"1636",1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1
"1637",1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"1638",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"1639",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1640",1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,0
"1642",1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1
"1643",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1644",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1645",0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
"1646",1,1,1,1,0,1,0,0,1,1,0,1,0,1,1,1
"1647",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1648",1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0
"1649",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1650",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA
"1651",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1654",1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
"1655",0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
"1656",1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"1657",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1658",1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1
"1659",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1660",1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0
"1661",1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0
"1662",1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1
"1663",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1664",1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
"1665",0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"1666",1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0
"1667",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"1668",1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0
"1669",1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0
"1671",1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
"1672",1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,1
"1673",1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0
"1675",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
"1676",1,1,0,1,1,1,0,0,0,1,1,1,0,0,0,0
"1677",1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0
"1678",1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
"1679",1,1,1,1,NA,1,1,1,0,0,1,0,0,1,1,1
"1680",1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
"1681",1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
"1682",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
"1683",1,1,0,1,0,1,0,0,1,1,1,0,0,1,1,1
"1684",1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0
"1685",1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1
"1686",1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1688",1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0
"1689",1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0
"1691",1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,1
"1692",1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0
"1693",1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1694",0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,1
"1695",0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
"1696",1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1
"1697",0,0,0,1,NA,1,0,0,1,1,0,0,0,0,0,0
"1699",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"1701",1,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0
"1702",1,1,1,1,1,1,1,0,1,1,1,0,NA,0,0,1
"1704",1,0,0,0,NA,1,0,NA,1,0,0,0,0,0,0,0
"1705",1,1,1,1,NA,1,1,NA,1,1,1,1,NA,1,0,0
"1707",1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0
"1708",NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"1710",1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
"1711",0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
"1712",1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1
"1713",0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0
"1714",1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0
"1715",1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0
"1716",0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
"1717",1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0
"1718",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0
"1720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721",1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0
"1723",1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0
"1724",1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0
"1725",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
"1727",1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0
"1729",1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0
"1730",1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0
"1731",0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
"1732",1,1,0,0,0,1,NA,0,1,1,1,0,0,0,0,0
"1733",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"1734",1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
"1736",0,0,0,0,1,0,0,0,0,1,NA,0,0,0,0,0
"1737",NA,1,1,NA,NA,NA,0,0,NA,1,NA,NA,NA,0,NA,0
"1738",NA,1,1,NA,0,0,NA,1,0,0,1,NA,0,0,0,0
"1739",1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0
"1740",1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0
"1741",1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
"1742",0,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
"1743",0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"1744",1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0
"1745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1746",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1
"1748",NA,1,1,1,1,1,NA,1,NA,1,1,1,1,0,1,1
"1749",NA,1,NA,NA,1,NA,0,0,NA,NA,1,NA,0,0,0,0
"1750",1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0
"1751",1,1,1,0,1,1,1,1,1,1,1,1,NA,0,1,0
"1752",1,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
"1753",0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0
"1754",1,1,1,1,0,0,1,0,0,1,0,0,0,NA,0,0
"1755",1,1,1,1,1,1,1,NA,0,1,1,1,0,0,0,0
"1756",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"1758",1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
"1759",1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1760",1,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0
"1761",1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"1762",1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1
"1763",1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
"1764",1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0
"1765",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1767",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1768",1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
"1769",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
"1770",0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
"1771",1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0
"1772",1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0
"1773",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
"1774",1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
"1775",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1
"1776",0,1,1,0,0,0,0,NA,0,1,0,1,0,0,0,1
"1777",0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,1
"1778",1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0
"1779",0,NA,1,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
"1780",0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0
"1781",1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1
"1782",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
"1783",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1784",0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
"1785",0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"1786",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
"1787",1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0
"1788",NA,1,NA,NA,0,1,1,1,NA,1,0,0,0,0,0,0
"1790",1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
"1791",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1792",1,1,1,NA,1,NA,NA,NA,NA,0,NA,NA,NA,0,0,0
"1793",1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1794",1,NA,1,NA,NA,1,1,NA,NA,1,1,NA,1,0,NA,0
"1795",1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0
"1796",0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
"1797",0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0
"1798",1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0
"1799",NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,1,NA
"1800",1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"1801",0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0
"1802",0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"1803",1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0
"1804",1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0
"1805",1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0
"1806",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1807",1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0
"1808",1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0
"1809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1810",1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0
"1811",1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0
"1812",1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
"1813",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"1814",1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
"1815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1816",1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
"1817",1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
"1818",0,1,1,1,1,1,1,0,1,1,1,0,0,1,0,0
"1819",1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
"1820",0,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0
"1821",1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1
"1822",1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1
"1823",0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0
"1824",1,1,1,1,1,1,1,1,0,1,NA,1,0,0,0,0
"1827",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"1829",0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0
"1831",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
"1832",1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
"1834",1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
"1835",1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
"1836",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1
"1837",0,0,1,0,1,1,0,0,0,1,1,0,0,0,1,0
"1838",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
"1839",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
"1840",0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"1841",1,1,1,1,1,NA,1,0,1,1,1,0,0,0,0,0
"1843",1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0
