"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age"
"66097",1,6,6,6,6,4,4,3,4,6,3,4,6,6,5,2,6,5,6,5,6,1,6,6,2,1,3,28
"66098",1,6,6,5,6,5,4,5,1,2,2,1,6,6,5,2,3,1,2,2,5,1,6,5,2,2,3,25
"66102",4,4,5,5,5,1,3,2,4,6,1,4,6,2,6,4,6,4,5,1,5,1,6,6,1,1,5,31
"66106",1,4,5,6,6,6,6,6,1,1,5,1,6,6,5,1,1,1,6,1,6,1,6,2,5,1,3,22
"66107",2,4,5,3,4,5,5,5,1,1,3,2,5,4,6,2,2,2,2,1,6,2,4,4,2,1,5,33
"66108",1,5,6,1,4,4,1,5,2,5,1,4,1,5,4,3,4,4,6,5,2,3,4,4,3,2,4,33
"66109",2,5,2,4,2,4,5,4,2,3,6,4,1,1,2,1,1,1,5,1,6,2,1,4,1,1,3,58
"66114",4,4,2,2,2,2,4,2,3,6,2,4,4,2,4,4,4,2,2,2,6,1,6,2,2,1,5,26
"66115",1,6,6,5,6,6,5,5,1,1,4,4,6,3,5,4,4,2,2,2,6,2,4,6,2,2,1,26
"66116",1,4,4,5,4,4,4,4,1,2,3,4,4,4,4,3,4,3,3,4,4,3,4,4,4,2,3,30
"66117",3,5,6,6,6,4,5,5,3,4,4,4,4,5,5,5,6,6,4,6,4,4,5,5,2,2,2,26
"66119",2,6,6,6,6,6,6,6,4,1,6,4,6,5,5,1,2,1,3,2,6,2,6,4,4,2,5,24
"66120",4,5,5,6,5,4,2,5,5,6,1,1,5,6,5,3,4,5,3,4,4,6,3,5,4,1,3,51
"66121",2,6,4,6,5,4,5,6,2,4,4,5,4,5,5,4,5,4,2,5,5,3,4,6,3,2,3,18
"66122",2,6,5,5,6,5,5,6,2,2,2,2,5,5,6,2,3,2,2,5,5,5,5,6,2,2,4,34
"66125",1,5,5,6,5,6,5,5,2,2,2,3,4,5,4,1,2,2,2,1,4,3,4,3,2,2,3,20
"66127",2,5,6,6,6,5,5,6,2,1,2,3,5,5,5,2,2,4,4,2,6,3,6,4,3,2,5,30
"66135",2,6,6,4,5,6,2,5,4,1,1,1,6,6,6,4,3,2,2,1,6,2,5,6,2,1,1,21
"66136",2,4,4,4,5,6,2,5,4,1,1,1,5,6,6,4,6,2,2,2,6,2,5,6,2,1,1,21
"66138",6,6,4,5,4,4,4,6,3,5,6,4,4,5,3,4,4,5,5,3,3,3,3,5,4,1,5,23
"66139",4,1,6,6,5,3,5,6,5,4,4,2,5,6,1,2,2,5,4,4,5,4,4,5,5,1,5,23
"66141",6,3,3,6,6,6,6,6,1,1,1,3,6,6,5,1,5,2,1,1,4,5,4,4,4,2,3,21
"66144",1,6,6,6,5,4,4,4,2,3,3,3,4,5,3,1,2,2,2,2,5,2,4,5,3,2,3,20
"66150",3,5,5,5,5,5,4,5,2,2,3,4,4,5,3,3,3,4,3,5,4,2,3,5,2,2,2,23
"66151",2,4,5,6,5,4,2,5,4,5,1,4,4,5,5,2,4,2,4,3,6,1,6,6,1,1,5,37
"66153",1,5,5,6,5,5,4,2,3,2,1,2,3,6,5,2,4,4,2,2,4,3,4,4,2,2,3,31
"66156",2,5,5,4,5,4,4,5,2,2,2,2,5,6,6,5,5,5,4,3,5,5,5,6,4,2,3,28
"66157",4,6,NA,6,5,6,5,5,1,4,1,1,2,6,5,1,1,1,2,1,5,6,4,1,2,2,3,22
"66158",4,5,5,5,3,5,5,4,1,1,6,5,4,3,4,3,2,2,2,5,5,2,3,3,1,2,3,18
"66161",2,5,5,4,6,5,3,6,2,4,4,2,3,1,4,1,1,1,3,2,6,4,4,6,2,2,2,53
"66163",1,5,5,6,6,6,6,5,2,2,1,5,5,6,6,1,2,4,2,5,5,3,5,5,5,2,3,21
"66164",2,5,5,6,6,4,NA,5,1,1,3,2,6,5,6,1,4,3,4,4,5,5,4,5,2,2,3,25
"66169",1,5,6,6,4,6,5,5,2,4,5,3,4,5,3,1,2,4,3,2,5,2,5,6,1,2,3,36
"66170",1,6,6,6,6,4,4,4,1,1,4,4,4,4,4,3,3,4,4,1,6,1,4,5,1,2,3,25
"66171",4,4,4,5,4,3,1,2,5,5,4,5,3,2,3,4,4,5,5,6,6,1,5,6,2,2,1,18
"66172",2,2,3,2,2,5,4,4,2,2,3,5,4,1,3,2,4,2,4,2,5,1,4,6,1,1,4,38
"66173",1,6,5,6,4,1,6,6,1,5,4,6,1,1,6,2,5,2,5,4,4,5,5,6,1,2,NA,61
"66176",2,6,5,6,4,5,4,4,4,6,1,3,3,4,4,2,2,4,6,1,3,3,5,6,2,1,2,48
"66181",1,6,6,6,6,6,5,5,1,1,3,5,4,6,3,2,4,4,2,5,4,4,4,6,2,2,3,20
"66187",1,4,4,3,4,2,3,3,3,5,4,4,4,4,4,2,2,1,3,1,6,2,4,6,4,1,5,29
"66188",2,5,5,5,5,5,5,4,1,2,2,2,4,5,5,2,3,3,2,2,4,3,4,4,4,2,3,19
"66190",1,5,4,4,4,4,5,4,1,3,1,4,4,3,5,5,5,4,3,4,NA,2,5,6,3,2,3,20
"66191",3,5,4,2,2,4,4,5,1,2,3,3,5,4,6,3,4,4,3,3,6,2,5,6,1,2,3,21
"66195",1,6,5,6,5,5,5,2,2,4,2,2,4,5,4,1,2,2,2,NA,6,2,5,6,2,2,3,19
"66198",4,5,5,5,6,5,2,5,1,2,6,2,2,6,5,5,6,5,3,1,4,4,2,5,4,1,3,31
"66199",2,4,4,5,4,5,5,4,2,2,4,5,3,4,4,2,2,2,2,3,4,5,4,4,3,1,5,26
"66201",5,6,NA,6,6,6,6,6,1,1,6,1,3,5,6,6,6,1,1,1,6,6,4,4,4,1,3,34
"66204",2,5,4,6,4,4,3,6,1,2,4,4,2,5,1,1,4,1,2,1,5,5,4,6,1,2,3,19
"66205",2,6,6,6,6,4,5,4,1,1,1,2,4,6,5,1,3,1,1,2,5,3,5,5,5,2,3,19
"66210",1,6,5,6,6,2,5,6,1,2,2,4,5,4,4,1,2,1,2,4,3,4,2,6,4,2,3,20
"66212",1,6,4,3,5,5,3,4,4,4,4,4,4,5,3,1,3,5,4,4,5,1,5,6,1,1,2,34
"66215",1,5,5,5,6,4,4,4,2,4,1,2,4,6,2,2,2,3,2,5,3,2,5,4,2,2,3,20
"66216",2,5,6,6,6,4,5,3,1,2,3,1,4,6,1,5,4,2,6,5,6,1,5,6,2,2,2,28
"66218",1,5,5,4,4,5,2,4,2,6,2,3,2,3,2,3,4,5,5,2,6,1,4,5,4,1,2,27
"66219",4,4,4,4,2,5,5,3,2,5,3,4,2,2,4,4,5,4,4,3,5,1,5,5,1,1,5,36
"66224",4,3,2,3,4,5,4,4,3,4,5,2,2,3,3,1,1,1,1,1,6,1,6,6,1,2,1,19
"66225",1,5,3,4,5,5,5,5,2,3,4,2,3,5,5,1,2,1,2,1,4,6,3,4,4,1,4,26
"66227",5,3,2,5,3,6,6,4,1,6,6,6,2,1,3,4,6,5,6,6,4,6,2,6,1,2,2,42
"66231",4,5,6,6,5,5,5,6,1,4,NA,4,6,5,5,1,2,4,5,1,5,5,5,6,4,1,5,32
"66233",1,6,6,6,6,5,4,4,2,3,4,2,6,6,6,2,1,4,1,1,6,1,5,5,3,2,3,31
"66234",3,5,5,6,5,3,4,3,2,4,1,3,4,5,4,2,2,1,2,2,4,4,5,4,2,1,3,20
"66237",5,5,6,6,5,5,4,5,2,2,4,5,4,2,3,6,5,5,3,1,5,6,4,6,4,1,3,19
"66244",1,6,5,6,5,4,4,5,2,3,4,2,3,5,2,1,1,1,1,3,4,3,4,5,2,2,3,19
"66245",3,4,4,4,4,5,5,4,4,4,5,5,3,3,4,3,4,4,4,4,3,1,4,5,3,1,4,24
"66246",2,5,5,4,3,3,2,4,3,2,6,6,2,2,3,2,2,2,3,1,6,2,5,5,3,2,3,19
"66247",2,6,5,6,4,2,3,3,4,5,3,4,3,4,2,3,5,4,4,4,3,5,3,6,4,2,3,22
"66251",2,5,5,4,3,4,4,4,4,5,1,3,4,3,5,5,5,5,4,2,6,2,5,4,1,2,5,40
"66253",4,6,4,6,5,4,6,5,3,2,4,4,4,5,4,2,3,4,4,2,4,1,4,5,3,2,3,24
"66255",1,5,5,6,5,4,5,6,2,3,3,4,4,5,4,2,2,2,1,4,4,4,4,3,3,2,3,20
"66256",3,5,5,3,5,6,4,4,3,5,5,4,3,2,4,2,3,4,5,2,3,3,5,5,2,2,4,31
"66257",1,6,6,6,5,6,6,5,1,2,2,5,5,5,5,2,5,4,2,4,5,2,5,5,2,2,3,18
"66259",2,5,5,6,NA,5,6,5,1,NA,2,NA,5,5,5,4,NA,4,2,1,5,1,5,5,1,2,3,26
"66264",2,5,6,5,6,4,5,5,1,2,2,5,4,5,5,1,2,1,2,4,6,5,NA,6,2,2,3,25
"66265",5,6,6,6,5,6,6,6,2,4,4,2,5,5,6,3,4,4,3,4,5,2,6,5,2,2,3,19
"66266",1,5,4,4,4,6,4,5,1,2,6,4,1,2,2,1,1,1,5,1,4,1,5,5,2,2,3,20
"66271",1,6,6,6,5,5,6,5,1,2,1,1,4,5,5,1,2,1,1,2,4,1,4,6,1,2,3,20
"66272",2,6,1,6,5,4,6,5,2,3,2,3,5,1,4,4,4,2,3,2,4,4,5,6,2,2,3,20
"66273",1,6,6,6,5,6,5,6,2,4,1,2,5,5,6,4,4,4,4,4,5,3,5,5,2,2,3,34
"66274",3,4,6,6,6,3,3,2,3,3,1,1,5,6,4,4,4,3,2,5,5,4,6,4,2,2,1,16
"66277",2,5,4,6,5,5,5,5,2,2,2,2,5,5,5,2,3,5,5,4,5,2,6,5,1,2,3,20
"66278",1,6,5,1,5,3,2,2,4,6,5,5,3,4,5,2,4,4,5,2,4,4,3,6,1,2,4,24
"66279",2,5,4,6,4,4,4,3,3,3,4,5,3,4,3,2,3,4,5,3,4,2,4,5,2,2,3,20
"66281",1,6,6,6,5,4,4,4,3,1,3,3,5,5,5,3,3,1,1,2,5,3,5,4,2,2,3,19
"66283",3,5,2,4,5,6,1,6,3,2,2,2,2,6,5,1,6,1,1,6,5,2,6,5,2,1,3,20
"66286",1,6,5,6,4,6,6,6,1,2,4,6,2,1,5,5,6,6,4,6,4,4,2,5,2,2,3,27
"66288",4,4,5,3,4,4,6,5,2,3,3,4,5,5,5,6,6,5,6,6,6,1,6,6,2,2,3,21
"66289",5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,4,4,3,4,2,5,5,4,4,5,1,5,28
"66291",1,5,6,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,1,2,4,43
"66294",1,5,6,5,5,2,6,3,1,5,2,3,5,4,4,1,2,1,2,1,4,2,5,6,2,1,3,19
"66295",2,3,4,4,4,3,3,3,3,3,4,2,5,3,4,1,2,3,2,1,6,2,5,5,2,2,4,44
"66297",1,6,5,6,5,4,4,3,4,5,4,5,4,4,3,3,4,1,2,3,6,2,5,6,2,1,NA,14
"66299",1,6,5,6,6,4,3,4,3,5,2,4,4,5,3,3,3,1,3,2,5,4,3,6,2,2,3,18
"66304",2,5,5,5,5,4,3,5,2,4,3,4,3,5,4,3,4,1,3,4,4,2,3,5,2,2,4,56
"66306",3,5,5,6,4,4,4,4,2,4,2,3,4,5,5,1,3,2,2,3,4,1,3,4,4,2,2,20
"66307",1,6,5,6,5,5,5,4,3,3,1,2,4,6,5,1,2,2,2,2,5,4,5,6,3,2,3,19
"66309",4,4,5,4,4,6,6,1,4,6,2,5,4,1,2,5,5,3,6,5,5,1,6,6,1,1,5,51
"66311",1,6,4,6,4,5,6,6,2,2,4,4,5,4,6,2,5,1,2,1,6,1,6,5,2,2,3,25
"66312",5,6,6,6,5,5,4,3,3,4,4,5,4,6,3,1,2,5,2,2,5,3,5,6,2,2,3,20
"66314",3,5,5,6,6,6,5,6,2,1,1,1,4,6,5,2,2,1,1,2,5,3,4,5,3,2,3,19
"66317",3,3,2,6,2,5,5,5,3,3,5,5,4,2,5,2,1,1,2,1,4,1,4,5,3,2,NA,17
"66318",2,6,5,6,5,5,5,5,2,4,3,6,4,3,5,3,5,5,4,6,4,4,3,6,5,2,3,20
"66323",3,6,5,6,5,4,5,5,4,3,5,4,4,5,3,2,3,5,4,2,4,4,4,3,3,2,4,24
"66324",2,5,4,4,4,3,2,4,2,4,2,3,4,5,5,3,4,4,4,3,6,1,6,6,1,2,3,20
"66325",1,5,6,4,6,5,5,4,2,5,2,4,5,4,6,2,2,2,5,1,6,2,6,6,1,1,5,58
"66326",2,5,5,6,4,5,5,5,3,2,2,6,2,2,5,1,2,3,2,3,NA,5,5,5,2,2,3,34
"66329",2,5,4,6,5,4,4,4,2,3,2,3,5,5,5,2,2,2,2,3,4,3,4,4,3,2,3,20
"66331",4,4,2,5,2,5,4,6,1,1,5,4,2,3,5,6,1,5,4,3,6,2,4,5,2,1,3,28
"66337",1,6,6,5,5,2,1,2,5,5,1,2,5,5,4,1,3,3,3,4,6,1,6,6,1,2,5,25
"66341",2,5,4,5,3,4,4,4,2,2,3,3,3,3,5,5,5,5,5,5,5,3,3,5,3,2,3,30
"66344",1,6,6,6,5,4,2,2,4,4,2,1,4,6,5,2,3,2,1,2,6,2,5,5,1,2,3,49
"66346",1,5,6,6,5,5,5,5,2,2,3,4,4,2,5,2,NA,2,4,4,6,1,6,6,1,2,5,26
"66348",4,6,4,6,4,3,6,4,1,3,2,4,4,3,5,3,5,5,4,4,6,1,6,5,2,2,3,26
"66349",1,6,6,6,6,5,6,6,1,1,6,4,1,4,1,1,1,1,2,6,5,4,4,1,6,2,3,48
"66357",2,5,4,4,3,5,3,4,4,4,6,5,3,3,4,2,4,4,2,2,4,2,2,6,1,1,NA,17
"66360",2,5,6,6,6,3,6,3,3,4,1,1,3,6,6,3,4,3,1,3,6,2,6,5,2,2,3,22
"66364",1,6,6,6,6,1,1,5,2,6,1,1,1,6,6,1,1,1,1,1,6,1,6,6,1,2,5,45
"66368",2,5,5,6,4,4,NA,2,3,4,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17
"66370",2,5,5,6,4,5,4,2,3,4,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17
"66371",2,5,5,6,4,5,4,2,3,3,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17
"66372",2,5,5,6,4,5,5,2,2,3,4,2,4,5,5,1,2,2,2,1,4,2,5,4,2,2,3,17
"66373",2,5,5,6,5,5,6,2,3,3,4,2,6,4,2,3,3,5,6,2,6,3,6,6,1,1,2,22
"66376",4,6,5,4,5,2,5,4,3,2,4,2,3,5,5,5,4,1,4,2,6,4,5,5,2,1,2,30
"66381",6,2,5,2,2,4,2,2,4,3,6,6,2,1,4,1,2,2,1,1,6,1,5,6,3,1,3,19
"66382",2,3,4,3,4,6,5,4,2,2,3,2,5,3,6,4,4,3,2,1,6,1,6,4,1,2,4,34
"66389",3,5,4,5,2,4,5,2,3,2,4,2,4,4,6,3,4,4,2,2,5,3,4,4,3,1,2,52
"66391",1,6,5,1,3,6,6,5,1,4,1,6,4,5,6,1,5,1,6,5,6,3,5,6,2,2,3,19
"66392",1,6,6,2,5,4,5,4,1,1,NA,1,4,3,6,5,4,1,4,5,4,1,4,6,1,2,3,31
"66396",2,5,4,5,4,4,4,4,3,4,2,4,4,5,3,4,4,4,4,3,4,2,5,5,2,1,3,21
"66399",3,6,5,4,5,4,3,5,2,3,1,3,4,4,6,4,4,4,3,4,5,5,6,4,2,1,3,22
"66402",6,5,5,3,3,5,4,4,1,3,6,4,3,2,2,1,3,4,5,3,5,2,4,5,1,2,3,21
"66403",1,4,4,2,2,4,3,4,4,6,4,5,2,1,2,5,5,5,5,4,5,3,5,6,2,2,3,19
"66404",1,6,6,4,4,5,5,5,2,4,4,4,4,4,4,3,4,3,3,3,6,1,5,6,1,2,5,30
"66405",1,5,6,4,6,3,2,3,4,4,1,1,6,6,5,5,2,4,4,2,6,3,4,5,NA,2,4,32
"66406",2,6,4,5,4,6,6,6,3,1,4,1,4,5,5,2,2,1,1,2,6,1,6,5,2,2,3,25
"66408",2,5,6,6,5,6,6,5,1,1,4,1,5,6,5,2,2,2,1,2,6,3,6,5,4,2,3,18
"66409",3,6,6,3,5,6,5,4,1,1,1,1,6,5,6,3,4,2,1,1,6,1,6,2,2,2,5,33
"66410",2,3,4,2,3,3,5,4,4,6,6,4,2,2,4,4,5,5,5,2,5,3,5,5,1,1,4,30
"66413",2,2,3,5,5,4,2,3,4,5,5,6,1,2,NA,2,3,2,4,5,6,2,5,6,2,2,4,47
"66415",5,5,6,6,5,5,6,4,2,3,1,2,5,6,6,4,4,4,3,4,4,4,5,4,2,2,4,27
"66419",4,4,5,4,5,3,3,3,4,4,6,2,4,5,4,3,4,5,3,2,3,4,3,4,4,2,3,39
"66421",1,5,5,6,4,4,4,5,2,1,3,3,4,4,4,2,2,5,2,3,5,3,4,5,2,2,3,21
"66425",1,6,3,3,4,6,3,6,NA,3,3,2,3,5,4,2,4,5,3,1,4,4,5,6,4,2,3,20
"66429",3,5,4,6,4,5,5,5,2,2,4,4,4,4,4,3,3,2,4,2,5,2,4,6,3,2,3,20
"66431",1,6,5,6,5,5,5,5,1,1,6,4,4,5,5,1,4,4,1,2,5,1,5,6,1,2,4,31
"66434",2,2,5,5,5,5,5,5,2,2,2,2,5,5,4,2,2,2,2,2,4,4,4,4,3,1,3,18
"66437",1,6,6,6,6,5,6,6,2,3,1,2,4,5,5,5,4,5,3,2,4,3,4,5,2,2,3,29
"66438",1,6,5,6,5,3,4,4,2,2,2,4,4,3,3,2,2,1,4,3,4,2,4,4,3,2,NA,16
"66439",4,5,5,6,6,5,2,5,2,3,1,1,5,5,4,2,2,4,1,1,4,3,3,2,2,2,2,20
"66440",1,5,5,5,6,1,2,5,5,6,2,1,4,3,1,1,1,1,2,1,5,5,2,2,1,2,3,21
"66441",2,5,6,6,5,4,4,4,4,4,2,4,3,5,3,1,3,3,3,5,4,3,4,5,1,2,3,20
"66444",4,4,3,4,5,5,5,2,1,2,4,1,1,5,4,1,1,1,1,3,3,4,4,4,2,2,4,33
"66445",3,6,6,6,2,3,5,5,2,3,1,2,5,6,5,2,4,2,1,2,5,5,3,4,3,2,3,19
"66447",5,3,2,4,4,4,6,5,2,2,2,3,5,5,5,5,5,3,2,4,6,3,5,2,3,2,3,20
"66450",4,5,5,4,5,4,5,5,2,2,2,2,4,4,5,2,2,2,2,2,6,2,4,5,2,2,5,51
"66451",1,5,6,6,6,2,4,4,1,2,3,1,5,5,5,1,1,1,1,1,4,1,3,5,3,2,3,30
"66459",3,5,4,4,5,4,3,5,3,3,5,4,4,4,4,3,5,2,2,2,4,2,4,5,2,1,3,20
"66463",1,5,6,4,5,2,5,4,3,6,4,6,3,2,2,1,3,3,2,2,4,2,4,6,1,1,1,22
"66464",1,4,5,6,4,4,5,5,5,5,6,5,4,5,3,4,5,3,6,4,6,4,4,4,3,1,1,18
"66469",1,6,6,5,6,4,4,3,2,4,2,1,6,6,5,1,2,1,3,2,5,2,6,3,1,1,2,34
"66472",4,4,6,6,5,6,4,4,4,6,1,3,5,5,4,1,2,3,6,2,2,3,3,5,5,1,1,23
"66474",5,6,5,6,6,5,5,6,4,2,5,5,5,5,5,5,4,4,4,5,5,6,4,6,3,2,3,23
"66475",1,4,5,3,3,6,6,4,2,6,1,4,4,2,2,3,4,2,6,5,6,6,6,6,3,1,2,29
"66476",1,6,3,5,6,6,5,6,1,4,4,4,5,4,2,4,5,6,2,4,5,1,5,6,1,2,3,21
"66483",1,5,5,6,6,5,5,4,1,2,3,1,4,5,4,1,2,1,2,2,4,5,4,5,4,2,4,24
"66484",1,6,6,6,6,1,5,6,3,4,4,1,5,5,6,1,1,1,1,1,6,4,5,5,2,2,3,50
"66485",4,5,4,6,5,4,6,5,1,1,2,3,4,6,5,1,1,1,1,1,5,1,6,3,3,2,3,24
"66486",1,6,6,6,5,5,NA,5,1,2,3,2,3,3,2,2,2,1,2,4,3,2,5,6,1,2,3,42
"66487",2,5,2,1,2,NA,5,4,1,6,3,5,2,3,5,1,5,5,2,1,4,3,2,2,4,2,1,25
"66488",6,5,5,4,5,6,4,5,4,5,3,5,4,5,4,4,5,6,4,5,6,1,5,NA,1,2,2,26
"66491",2,5,5,5,6,4,4,5,4,4,4,4,4,5,4,3,2,4,3,4,4,6,2,4,4,2,3,19
"66492",2,5,5,6,4,2,2,4,3,2,3,3,2,4,4,2,2,2,3,4,3,2,4,4,2,2,3,39
"66493",2,4,2,6,4,3,5,5,3,4,1,3,4,5,6,4,5,3,4,6,4,4,4,5,3,2,1,18
"66495",1,6,6,6,6,6,6,4,1,4,1,2,5,6,5,2,3,3,2,4,5,3,4,5,1,2,5,42
"66496",2,4,5,5,6,6,4,4,2,4,5,4,2,3,2,1,2,2,2,5,2,5,2,5,2,2,5,40
"66497",3,4,5,5,3,4,5,5,3,3,5,2,2,6,2,3,2,3,4,2,3,5,3,4,3,2,1,20
"66498",1,5,5,5,6,3,5,2,2,4,3,2,3,5,3,2,2,2,3,4,4,4,4,4,4,2,3,57
"66499",2,2,2,4,1,5,5,5,2,3,4,5,3,2,4,3,5,2,2,4,6,2,3,6,1,1,3,19
"66500",2,2,1,6,4,6,6,6,1,1,5,5,3,1,2,4,5,2,4,4,4,1,1,6,1,2,3,26
"66501",1,6,5,6,4,5,5,5,1,2,3,3,3,4,4,2,3,3,1,2,6,2,4,5,2,2,3,22
"66503",1,5,6,6,5,6,4,6,4,2,3,3,3,5,6,2,1,1,1,6,4,1,5,5,4,2,3,19
"66504",3,4,4,2,5,6,6,4,2,5,2,2,5,2,5,6,5,6,6,6,5,6,4,6,5,2,2,29
"66506",2,3,5,4,5,5,4,5,2,3,2,2,6,6,6,3,4,2,2,1,5,2,4,6,2,1,3,21
"66507",4,4,2,5,3,6,6,6,1,2,5,3,4,4,2,2,2,1,1,1,3,5,3,5,4,1,3,18
"66509",1,6,6,6,6,6,1,5,1,1,2,1,6,6,6,1,1,1,1,1,6,1,5,2,1,2,3,63
"66511",1,6,5,6,4,6,5,5,2,4,2,6,2,3,5,1,4,4,4,3,5,3,6,6,1,2,4,25
"66512",2,6,5,6,5,6,6,6,1,1,1,1,5,6,6,2,5,1,1,1,6,2,6,5,3,2,4,25
"66513",2,NA,6,4,6,5,3,5,1,1,1,1,4,6,5,1,4,1,1,2,5,3,5,5,3,1,3,23
"66514",2,5,3,6,3,4,3,3,5,4,6,6,3,3,1,1,2,3,4,1,4,2,4,5,2,2,NA,17
"66517",2,4,4,5,5,6,6,5,2,4,3,4,3,2,5,4,5,5,6,5,5,2,4,6,1,2,4,48
"66520",4,5,6,4,5,3,1,3,1,2,1,2,5,6,4,4,2,2,3,1,5,6,2,6,1,1,3,20
"66522",3,5,4,6,5,5,5,4,2,3,1,1,4,6,5,3,3,5,2,3,5,4,5,5,3,2,3,19
"66525",4,4,5,4,5,5,5,5,3,5,2,5,4,5,4,4,5,5,4,5,2,4,3,6,4,2,3,37
"66526",1,5,6,5,4,5,5,4,1,3,2,2,3,5,5,2,2,2,1,4,3,4,4,4,2,2,3,20
"66528",2,5,4,3,5,4,2,5,2,2,2,2,4,6,5,2,2,1,2,2,3,3,4,3,4,1,3,20
"66529",1,4,4,5,6,6,5,6,1,1,2,2,6,5,5,2,4,3,1,4,6,1,6,6,1,2,3,33
"66531",3,5,4,4,2,3,4,6,3,3,1,3,3,4,5,2,4,1,1,3,5,4,4,2,3,2,3,20
"66532",3,4,4,5,3,5,5,5,3,3,3,4,5,4,5,3,3,4,4,4,5,3,5,4,3,1,3,18
"66533",2,6,5,3,6,5,6,4,5,4,4,5,3,3,2,2,2,3,3,6,5,3,5,6,1,2,1,18
"66534",2,6,4,6,4,5,5,5,4,6,3,4,4,4,5,4,4,2,2,2,5,5,5,4,4,2,3,20
"66538",3,4,3,6,4,3,3,5,3,2,NA,4,3,3,6,3,2,3,2,5,6,2,6,6,2,2,4,36
"66540",1,6,6,6,6,6,4,6,1,2,1,2,2,6,3,1,1,1,1,2,4,4,4,6,6,2,3,23
"66545",2,4,3,2,4,5,5,5,3,5,4,4,4,2,5,4,4,5,5,4,5,3,4,6,3,1,3,25
"66546",6,NA,NA,NA,4,6,NA,NA,NA,4,NA,4,NA,6,NA,NA,4,6,NA,NA,NA,4,NA,6,NA,1,NA,17
"66549",2,5,6,6,6,5,5,5,4,4,1,1,5,6,5,1,1,1,1,3,5,5,5,5,1,2,3,48
"66550",1,5,5,5,5,5,5,4,2,4,6,2,4,5,5,1,4,2,5,3,6,1,5,6,3,2,1,44
"66551",2,5,5,2,5,5,5,4,3,3,2,3,3,3,5,2,4,2,4,3,4,3,4,5,3,2,1,46
"66552",1,4,6,6,2,6,6,3,2,1,6,6,3,2,2,2,3,2,6,6,6,2,3,6,3,1,3,19
"66553",4,6,5,6,6,4,5,6,1,1,2,2,5,5,2,2,2,6,3,1,6,1,4,3,4,2,3,23
"66554",6,1,1,6,1,6,5,6,1,1,6,6,1,1,1,1,1,1,1,1,6,1,1,6,1,1,3,23
"66560",3,5,NA,4,4,4,4,5,3,4,6,4,NA,2,4,2,3,2,3,2,4,3,4,4,4,1,2,20
"66562",1,6,6,6,6,6,5,5,1,4,1,1,2,5,6,6,6,5,4,1,6,1,6,6,1,1,4,56
"66563",4,6,2,2,4,5,4,4,2,4,2,NA,5,4,6,5,5,6,4,2,5,2,5,5,2,2,5,28
"66564",1,4,4,1,6,5,4,4,4,6,1,1,4,6,6,5,6,4,6,6,5,1,6,2,4,2,1,17
"66566",3,4,3,1,4,2,2,1,4,5,4,5,1,2,5,4,4,3,6,5,6,1,6,6,1,1,4,22
"66568",5,4,5,6,3,4,5,6,2,1,1,3,3,5,6,4,6,4,4,4,6,6,6,3,4,2,5,25
"66569",2,4,6,4,6,5,5,4,1,2,2,1,6,5,6,1,2,2,1,1,6,1,6,5,1,2,4,44
"66570",4,4,4,4,4,4,5,4,4,5,2,4,5,4,4,3,5,3,3,4,4,5,4,5,3,1,3,36
"66572",5,5,4,6,4,3,5,5,3,1,6,3,4,5,2,1,1,1,1,2,5,1,4,5,1,1,4,36
"66574",4,4,3,4,2,3,3,4,5,5,3,5,4,4,5,5,5,4,5,5,4,4,4,6,4,1,3,26
"66575",6,6,6,6,6,6,4,1,2,1,1,1,6,6,6,6,6,6,1,4,6,1,6,3,1,2,3,27
"66576",1,6,5,5,5,3,4,6,4,5,1,5,4,5,4,5,5,5,6,6,5,4,4,5,2,1,4,27
"66582",1,5,4,5,2,4,4,4,1,4,2,5,1,4,4,5,5,4,5,4,5,2,5,5,1,2,3,24
"66583",1,4,4,2,2,5,3,6,2,6,5,6,1,1,1,5,6,6,5,6,5,5,4,6,2,2,5,33
"66585",2,5,4,6,4,4,3,5,3,4,3,5,3,3,4,2,4,2,3,5,2,4,4,4,5,2,3,19
"66588",1,6,6,6,5,4,6,6,1,3,4,4,5,4,6,2,2,2,NA,5,6,4,5,5,2,2,3,45
"66589",3,4,5,6,NA,5,5,5,4,3,5,4,4,3,4,2,3,4,5,4,5,4,4,4,3,1,3,23
"66591",2,3,3,5,4,5,5,3,3,4,4,4,4,5,3,3,4,5,4,4,4,3,4,5,2,2,3,22
"66596",1,5,5,6,5,5,5,5,2,1,3,5,4,2,6,2,5,2,2,3,5,1,5,6,2,1,4,35
"66598",2,6,6,6,6,5,6,6,1,2,1,2,5,6,5,1,2,2,2,4,5,3,5,6,3,2,3,20
"66601",5,4,4,6,3,3,4,5,3,NA,4,3,3,2,3,2,4,4,5,3,5,3,4,4,3,1,3,42
"66604",1,6,6,5,6,5,5,4,1,2,2,3,4,5,5,2,2,5,4,3,6,2,4,6,2,2,4,34
