"","active","afraid","alert","angry","anxious","aroused","ashamed","astonished","at.ease","at.rest","attentive","blue","bored","calm","cheerful","clutched.up","confident","content","delighted","depressed","determined","distressed","drowsy","dull","elated","energetic","enthusiastic","excited","fearful","frustrated","full.of.pep","gloomy","grouchy","guilty","happy","hostile","idle","inactive","inspired","intense","interested","irritable","jittery","lively","lonely","nervous","placid","pleased","proud","quiescent","quiet","relaxed","sad","satisfied","scared","serene","sleepy","sluggish","sociable","sorry","still","strong","surprised","tense","tired","tranquil","unhappy","upset","vigorous","wakeful","warmhearted","wide.awake","alone","kindly","scornful","EA","TA","PA","NegAff","Extraversion","Neuroticism","Lie","Sociability","Impulsivity","MSQ_Round","ID","condition","MSQ_Time","TOD","TOD24","scale","exper"
"3300",1,2,2,0,NA,0,0,0,1,0,1,0,2,1,NA,0,1,1,1,0,1,2,0,0,1,1,1,1,0,2,0,0,1,0,1,0,NA,NA,1,2,2,0,1,1,0,1,1,1,2,1,0,1,0,2,2,1,0,1,1,0,1,1,0,1,1,NA,0,2,1,2,1,1,0,2,0,15,18,13,10,16,12,3,10,5,NA,252,1,15.33,15,NA,"msq","sam-2"
"3301",0,0,0,0,NA,0,0,0,1,0,0,0,1,1,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,9,16,1,0,16,8,3,11,4,NA,253,1,15.33,15,NA,"msq","sam-2"
"3302",0,0,0,0,NA,1,0,0,1,1,0,0,1,2,NA,0,2,2,2,0,1,0,3,2,0,0,1,0,0,0,0,0,1,0,1,0,NA,NA,0,1,1,1,1,0,0,0,1,1,1,0,2,1,0,2,0,2,3,2,0,0,2,2,0,0,3,NA,0,0,0,0,1,0,0,1,0,0,12,6,2,15,6,0,9,4,NA,254,1,9.33,9,NA,"msq","sam-2"
"3303",1,0,2,0,NA,0,0,0,3,1,2,0,0,1,NA,0,2,3,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,NA,NA,1,0,2,0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,0,0,2,0,0,1,0,0,0,NA,0,0,0,2,3,2,0,1,0,15,14,10,0,8,7,8,5,1,NA,255,1,15.33,15,NA,"msq","sam-2"
"3304",1,0,1,1,NA,0,0,0,0,0,1,0,0,0,NA,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,NA,NA,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,NA,1,1,1,1,0,1,0,0,1,15,23,4,6,8,23,2,5,3,NA,259,1,15.33,15,NA,"msq","sam-2"
"3305",1,0,1,0,NA,0,0,0,1,0,1,0,2,1,NA,0,2,2,1,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,2,0,NA,NA,0,1,1,1,1,1,0,0,1,0,2,1,0,2,0,1,0,0,1,1,1,0,0,2,0,0,0,NA,0,0,1,1,1,1,0,1,0,15,17,10,2,18,13,0,10,7,NA,260,1,15.33,15,NA,"msq","sam-2"
"3306",1,0,1,0,NA,0,0,0,1,1,1,0,1,1,NA,0,1,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,0,1,2,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,1,1,1,0,1,1,0,0,1,NA,0,0,0,1,1,0,0,1,0,8,15,7,2,16,17,1,11,3,NA,263,1,9.33,9,NA,"msq","sam-2"
"3307",1,1,1,1,NA,1,1,1,2,1,2,1,3,2,NA,2,1,1,1,2,1,2,3,NA,1,1,1,1,1,1,1,2,1,1,1,1,NA,NA,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,NA,NA,1,2,1,1,1,1,2,1,1,NA,16,11,13,19,3,3,12,6,NA,266,1,9.33,9,NA,"msq","sam-2"
"3308",2,0,3,0,NA,2,0,0,2,3,2,0,0,2,NA,0,2,2,2,0,2,0,0,0,1,2,2,1,0,0,2,0,0,0,2,0,NA,NA,1,0,2,0,1,3,0,0,1,2,2,0,0,2,0,2,0,1,0,0,2,0,0,2,0,0,0,NA,0,0,2,2,3,3,0,3,0,25,13,19,1,18,6,3,9,7,NA,267,1,15.33,15,NA,"msq","sam-2"
"3309",1,0,0,0,NA,1,0,0,1,0,1,0,1,0,NA,0,3,1,2,0,2,0,0,0,1,2,2,1,0,0,1,0,0,0,1,0,NA,NA,2,0,1,0,0,1,0,0,0,3,2,0,0,2,0,2,1,1,0,1,3,0,0,1,1,0,0,NA,0,0,0,1,3,0,0,1,0,15,18,13,1,17,11,4,9,7,NA,268,1,15.33,15,NA,"msq","sam-2"
"3310",1,0,1,0,NA,0,0,0,2,1,1,0,2,1,NA,0,1,1,0,0,0,0,3,3,0,0,0,0,0,1,0,0,3,0,2,0,NA,NA,0,1,1,3,0,0,0,0,1,0,0,2,1,2,0,1,0,1,3,3,1,0,1,2,0,1,3,NA,1,0,1,1,0,0,0,0,0,3,13,6,3,21,11,2,10,9,NA,272,1,9.33,9,NA,"msq","sam-2"
"3311",1,0,2,0,NA,1,0,0,1,0,1,0,1,1,NA,0,1,1,1,0,2,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,NA,NA,1,1,2,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,NA,1,1,0,1,1,1,0,1,0,12,17,12,4,15,9,4,10,5,NA,275,1,9.33,9,NA,"msq","sam-2"
"3312",2,1,3,1,NA,2,0,2,1,0,3,0,1,1,NA,2,1,2,2,1,1,0,0,0,2,3,2,2,1,1,1,0,0,2,3,1,NA,NA,2,3,2,1,3,2,1,1,0,2,1,0,0,0,0,1,0,0,0,0,3,2,0,1,2,1,0,NA,0,0,3,3,2,3,1,1,0,26,27,19,9,17,14,0,11,5,NA,276,1,9.33,9,NA,"msq","sam-2"
"3313",0,0,1,0,NA,0,0,0,2,2,1,0,1,2,NA,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,NA,NA,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,1,1,1,0,0,1,1,0,0,0,NA,0,0,0,1,2,1,0,1,0,10,13,6,0,16,15,2,10,4,NA,277,1,15.33,15,NA,"msq","sam-2"
"3314",3,0,3,0,NA,3,0,0,2,1,3,0,1,2,NA,0,2,1,0,0,3,0,0,0,1,3,3,1,0,0,3,0,0,0,2,0,NA,NA,2,3,0,0,2,3,0,0,1,0,0,0,1,1,0,1,0,1,0,0,2,0,0,3,0,0,0,NA,0,0,3,3,1,3,0,0,0,30,18,21,2,9,14,0,6,1,NA,278,1,15.33,15,NA,"msq","sam-2"
"3315",1,0,0,0,NA,1,0,0,1,0,1,0,1,1,NA,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,NA,0,0,1,1,0,1,1,0,0,15,13,5,0,7,14,5,1,4,NA,281,1,9.33,9,NA,"msq","sam-2"
"3316",0,0,0,0,NA,0,0,0,1,2,1,0,1,3,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,0,1,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,5,13,2,1,14,11,0,7,5,NA,284,1,9.33,9,NA,"msq","sam-2"
"3317",2,0,2,0,NA,1,0,0,2,2,2,0,0,2,NA,0,2,2,2,0,1,0,0,0,1,2,2,2,0,0,1,0,0,0,3,0,NA,NA,0,0,2,0,0,2,0,0,2,2,2,0,0,2,0,2,0,2,1,1,2,0,2,2,0,0,0,NA,0,0,2,2,2,2,0,2,0,21,10,17,0,15,5,4,10,2,NA,293,1,15.33,15,NA,"msq","sam-2"
"3318",0,0,1,0,NA,0,0,0,2,1,1,0,3,2,NA,0,3,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,0,0,0,0,0,0,3,2,0,1,2,1,0,1,0,2,2,1,1,0,1,0,0,0,1,NA,0,0,0,0,1,1,0,0,0,5,8,2,0,14,4,0,10,4,NA,294,1,9.33,9,NA,"msq","sam-2"
"3319",0,0,0,0,NA,0,0,0,2,1,0,2,1,2,NA,0,2,2,0,2,2,1,3,2,0,0,0,1,0,1,0,1,2,0,1,0,NA,NA,1,0,1,1,0,0,1,0,1,1,0,1,2,1,0,1,0,1,3,3,1,0,2,0,0,0,3,NA,1,1,0,0,1,0,1,1,0,0,9,5,3,5,13,2,1,4,NA,298,1,9.33,9,NA,"msq","sam-2"
"3320",1,0,0,0,NA,0,0,0,3,2,1,0,3,2,NA,0,2,2,1,1,0,0,3,2,0,0,1,0,0,1,0,1,0,0,1,0,NA,NA,0,0,1,1,0,0,0,0,0,1,2,0,2,3,0,0,0,0,2,3,0,0,2,0,0,0,3,NA,0,0,0,0,1,0,0,0,0,2,10,6,1,15,1,1,8,6,NA,299,1,15.33,15,NA,"msq","sam-2"
"3321",2,0,2,0,NA,1,0,0,2,0,2,0,0,1,NA,0,2,2,0,0,0,0,0,0,1,2,2,1,0,0,2,0,0,0,2,0,NA,NA,0,0,1,0,1,2,0,0,0,2,0,0,1,2,0,1,0,1,0,0,2,0,0,0,0,0,0,NA,0,0,1,2,2,2,0,2,0,22,17,10,1,21,9,1,12,6,NA,303,1,9.33,9,NA,"msq","sam-2"
"3322",2,0,2,0,NA,1,0,0,3,2,2,2,1,3,NA,0,2,2,1,0,2,0,1,0,1,1,1,1,0,0,2,0,0,1,2,0,NA,NA,1,1,2,0,0,1,1,0,1,2,0,NA,2,3,0,3,0,1,1,0,2,0,1,3,0,0,1,NA,0,0,1,2,3,1,0,3,0,16,NA,16,1,11,7,2,8,2,NA,309,1,15.33,15,NA,"msq","sam-2"
"3323",1,0,2,0,NA,1,0,0,2,1,2,0,0,1,NA,0,2,2,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,2,0,NA,NA,0,0,2,1,1,1,0,0,2,1,1,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,0,NA,0,0,0,2,2,2,0,1,0,16,14,10,2,16,8,3,10,4,NA,311,1,15.33,15,NA,"msq","sam-2"
"3324",0,0,1,0,NA,0,0,0,2,1,1,0,2,2,NA,0,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,1,0,2,3,2,2,0,2,0,0,0,3,NA,0,0,0,0,1,0,0,0,0,0,10,2,1,16,10,2,11,4,NA,312,1,9.33,9,NA,"msq","sam-2"
"3325",1,0,1,0,NA,0,0,0,2,2,2,0,2,2,NA,0,2,2,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,2,0,NA,NA,0,0,1,0,0,0,0,0,1,2,0,2,2,2,0,2,0,2,1,1,2,0,2,1,0,0,1,NA,0,0,0,2,2,1,0,2,0,11,7,9,0,10,6,3,6,2,NA,316,1,15.33,15,NA,"msq","sam-2"
"3326",1,0,2,0,NA,2,0,1,1,1,1,0,1,1,NA,0,2,2,3,0,1,0,0,0,1,2,1,2,0,0,1,0,0,1,2,0,NA,NA,2,0,2,0,0,2,0,0,1,2,1,1,1,2,0,2,0,1,0,1,2,0,1,1,2,0,0,NA,0,0,1,1,2,1,0,2,0,18,12,14,1,13,7,4,6,5,NA,319,1,15.33,15,NA,"msq","sam-2"
"3327",3,0,2,0,NA,1,0,0,1,1,2,0,1,3,NA,0,3,2,2,0,2,0,0,0,1,2,2,1,0,0,3,0,0,0,2,0,NA,NA,1,1,2,0,0,2,0,0,1,1,2,1,1,3,0,2,0,1,0,1,3,0,0,2,0,1,0,NA,0,0,1,2,3,2,0,2,0,24,13,19,0,10,5,3,7,1,NA,1004,1,9.33,9,NA,"msq","sam-2"
"3328",0,0,1,0,NA,0,0,0,2,2,0,1,3,3,NA,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0,NA,0,0,0,1,1,1,0,1,0,12,9,1,0,7,17,2,2,5,NA,1008,1,15.33,15,NA,"msq","sam-2"
"3329",1,0,2,0,NA,2,0,0,3,3,2,0,1,3,NA,0,1,2,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,2,0,NA,NA,1,1,2,0,1,1,0,0,0,2,1,0,1,2,0,2,0,1,0,0,2,0,1,1,0,0,0,NA,0,0,0,2,2,1,0,2,0,16,12,13,1,15,10,4,10,3,NA,1018,1,15.33,15,NA,"msq","sam-2"
"3330",3,0,3,0,NA,3,0,0,1,0,3,0,1,0,NA,1,3,3,0,0,3,3,0,0,1,3,3,3,0,0,3,0,0,0,2,0,NA,NA,1,3,1,0,3,3,0,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,NA,0,0,3,3,0,3,0,2,0,30,28,25,7,19,10,0,11,7,NA,1020,1,15.33,15,NA,"msq","sam-2"
"3331",3,0,3,0,NA,3,0,NA,3,2,3,1,0,2,NA,0,3,3,3,0,3,0,0,0,3,3,3,3,0,2,3,0,0,0,3,0,NA,NA,3,3,3,0,0,3,1,0,2,3,2,3,3,2,0,3,0,2,0,0,2,0,1,3,3,0,0,NA,0,0,3,3,3,3,1,3,0,30,8,29,0,11,4,3,8,2,NA,1036,1,15.33,15,NA,"msq","sam-2"
"3332",2,1,2,1,NA,2,1,1,2,1,2,0,3,1,NA,1,2,3,2,0,1,1,1,1,2,2,2,2,0,2,2,1,1,1,1,1,NA,NA,2,1,2,1,1,3,1,1,0,1,3,1,1,2,1,1,1,2,1,2,3,1,1,3,1,3,1,NA,1,1,2,1,1,2,0,1,1,20,19,21,10,22,5,1,13,7,NA,1042,1,15.33,15,NA,"msq","sam-2"
"3333",0,0,2,1,NA,1,0,0,1,1,1,2,2,0,NA,2,1,1,0,1,2,1,1,2,0,1,0,0,2,2,0,1,3,0,0,1,NA,NA,0,2,0,2,2,0,1,2,2,0,1,1,1,1,1,1,1,1,1,3,1,0,1,2,1,2,1,NA,1,1,1,1,1,1,1,0,1,10,22,8,10,13,12,3,6,4,NA,1045,1,9.33,9,NA,"msq","sam-2"
"3334",1,0,1,0,NA,1,0,0,0,0,1,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,0,0,0,1,0,1,0,0,0,13,21,3,3,6,5,3,5,1,NA,1066,1,9.33,9,NA,"msq","sam-2"
"3335",2,1,2,0,NA,2,1,0,2,2,2,1,2,1,NA,1,2,2,2,1,1,1,0,0,1,2,1,1,1,1,2,1,1,2,1,0,NA,NA,0,2,1,1,1,2,0,0,2,1,0,2,1,2,1,2,0,2,0,1,2,1,2,2,0,1,1,NA,1,1,2,2,2,2,0,1,1,22,14,12,8,9,5,1,7,1,NA,1067,1,9.33,9,NA,"msq","sam-2"
"3336",1,0,2,0,NA,0,0,1,0,0,1,0,2,2,NA,0,0,2,2,0,1,0,1,1,0,1,2,2,1,1,0,0,0,0,1,1,NA,NA,2,0,1,1,0,1,0,2,0,1,1,0,1,1,0,1,0,1,1,1,2,0,1,1,0,1,1,NA,0,0,0,1,2,1,0,1,0,11,16,14,4,12,7,2,6,3,NA,1075,1,9.33,9,NA,"msq","sam-2"
"3337",0,0,0,0,NA,0,0,0,1,1,0,0,1,1,NA,0,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,1,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,2,0,0,2,0,0,0,2,NA,0,0,0,1,0,0,1,0,0,5,13,0,2,12,12,4,9,3,NA,1076,1,15.33,15,NA,"msq","sam-2"
"3338",3,0,3,0,NA,2,0,1,1,1,3,0,1,1,NA,1,3,3,2,0,2,0,0,0,2,3,3,2,0,0,3,0,0,0,3,0,NA,NA,1,1,2,0,3,3,0,0,0,2,2,1,1,1,0,3,0,1,0,0,2,0,0,2,1,1,0,NA,0,0,2,0,3,3,0,2,0,26,20,23,3,14,1,1,9,4,NA,1089,1,15.33,15,NA,"msq","sam-2"
"3339",0,0,1,0,NA,0,0,0,2,3,1,0,3,3,NA,0,2,2,0,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,1,1,NA,NA,0,0,1,1,1,1,1,0,2,0,1,1,2,2,0,2,0,2,1,3,2,0,2,1,0,0,1,NA,0,0,0,1,0,1,1,2,0,9,6,7,3,18,6,1,8,7,NA,1121,1,15.33,15,NA,"msq","sam-2"
"3340",1,0,0,0,NA,0,0,0,2,1,1,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,1,0,0,0,0,NA,0,0,0,1,0,0,0,1,0,13,13,3,0,15,4,6,9,5,NA,1127,1,9.33,9,NA,"msq","sam-2"
"3341",0,0,2,0,NA,0,0,0,0,1,1,0,1,1,NA,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,2,1,0,2,0,0,1,1,0,0,0,1,2,0,0,0,1,2,1,0,0,0,1,0,1,3,NA,0,0,0,1,0,1,0,0,0,5,19,5,3,15,8,3,8,6,NA,1162,1,9.33,9,NA,"msq","sam-2"
"3342",1,0,2,0,NA,1,0,0,0,0,1,0,1,1,NA,0,1,1,1,0,2,0,0,0,0,1,1,2,0,0,1,0,0,1,1,0,NA,NA,2,1,2,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,2,0,NA,0,0,2,3,1,2,1,1,0,20,19,14,3,13,19,0,8,4,NA,1265,1,15.33,15,NA,"msq","sam-2"
"3343",2,0,2,0,NA,3,0,0,1,0,3,0,1,1,NA,2,2,1,0,0,1,1,0,0,0,3,1,0,0,0,3,0,0,0,1,2,NA,NA,1,2,1,0,1,3,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,2,0,NA,0,0,2,3,0,3,0,1,0,27,22,13,5,10,4,3,7,1,NA,1,1,9.3,9,NA,"msq","swam"
"3344",1,0,1,0,NA,1,1,0,1,2,1,0,1,1,NA,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,NA,NA,0,1,0,0,1,1,0,0,2,1,1,1,2,2,1,1,1,2,1,0,1,NA,0,1,0,0,0,NA,1,1,1,2,2,2,0,1,0,16,12,6,5,14,13,1,7,5,NA,4,1,9.3,9,NA,"msq","swam"
"3345",0,0,0,0,NA,0,0,0,0,0,0,1,1,1,NA,0,1,1,0,1,0,0,1,2,0,0,0,0,0,0,0,1,2,0,1,1,NA,NA,0,0,0,2,0,0,0,0,1,0,0,1,2,1,1,1,0,1,2,2,0,0,1,0,0,0,3,NA,1,0,0,0,1,0,0,0,0,3,12,0,3,15,11,1,10,5,NA,6,1,9.3,9,NA,"msq","swam"
"3346",0,0,1,0,NA,0,0,0,3,3,1,0,1,3,NA,0,3,3,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,0,NA,NA,0,0,1,1,0,0,0,0,3,2,1,2,2,3,0,2,0,3,1,2,2,0,3,1,0,0,1,NA,0,0,0,1,2,1,0,1,0,9,2,6,1,17,2,4,11,5,NA,7,1,9.3,9,NA,"msq","swam"
"3347",2,0,2,0,NA,1,0,0,3,1,2,0,1,3,NA,0,2,2,3,0,2,0,3,0,2,1,1,1,0,0,1,0,1,0,3,0,NA,NA,1,0,3,0,0,1,0,0,2,2,2,1,2,3,0,3,0,1,3,2,2,0,2,1,0,0,3,NA,0,0,1,1,3,1,0,3,0,8,7,17,0,16,5,2,9,4,NA,9,1,9.3,9,NA,"msq","swam"
"3348",1,0,0,0,NA,1,0,0,3,2,1,0,1,3,NA,0,2,2,1,0,1,0,3,2,1,1,0,0,0,0,0,0,0,0,2,0,NA,NA,1,1,1,0,0,1,1,0,1,1,1,2,2,2,0,1,0,3,3,2,1,0,2,1,0,0,3,NA,0,0,0,1,2,0,1,2,0,4,7,7,0,17,4,3,9,7,NA,11,1,9.3,9,NA,"msq","swam"
"3349",1,0,1,0,NA,1,0,0,2,1,1,0,0,2,NA,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,NA,NA,0,0,2,0,0,1,0,0,1,0,1,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,NA,0,0,0,1,1,1,0,1,0,15,13,9,0,16,3,6,10,4,NA,14,1,9.3,9,NA,"msq","swam"
"3350",1,1,1,0,NA,0,0,1,2,2,1,1,1,2,NA,1,1,1,1,1,1,0,1,2,0,1,1,0,1,0,1,1,0,0,1,0,NA,NA,0,0,1,1,1,1,1,0,2,1,1,0,1,3,1,1,0,2,1,3,1,0,1,1,0,0,1,NA,1,0,1,1,1,1,1,1,0,13,13,8,3,17,12,2,10,6,NA,15,1,9.3,9,NA,"msq","swam"
"3351",3,0,3,0,NA,2,0,0,2,2,2,0,0,2,NA,1,3,3,1,0,3,2,0,0,1,2,3,2,0,0,0,0,0,0,3,0,NA,NA,2,2,2,0,0,2,0,0,0,2,2,0,0,3,0,2,0,0,0,0,1,0,1,3,0,0,0,NA,0,0,1,3,2,2,0,2,0,22,16,25,2,13,10,3,8,4,NA,17,1,9.3,9,NA,"msq","swam"
"3352",0,0,1,1,NA,2,0,0,2,1,0,1,2,1,NA,0,2,1,0,0,0,1,2,1,1,0,0,0,0,2,0,0,2,1,0,2,NA,NA,0,0,1,3,0,0,1,0,2,0,0,1,2,1,0,0,0,1,2,0,2,0,2,0,0,0,3,NA,1,2,0,1,1,0,1,0,0,3,9,2,9,19,12,2,12,7,NA,19,1,9.3,9,NA,"msq","swam"
"3353",1,0,1,0,NA,0,0,0,2,2,1,0,0,3,NA,0,2,3,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,NA,NA,0,0,1,0,0,0,0,0,3,0,0,3,3,3,0,0,0,3,1,1,1,0,3,0,0,0,1,NA,0,0,0,1,1,2,0,0,0,10,1,4,0,14,0,3,9,4,NA,21,1,9.3,9,NA,"msq","swam"
"3354",2,1,2,1,NA,2,0,0,1,1,2,1,3,1,NA,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,2,0,0,1,1,1,NA,NA,1,1,2,0,2,2,1,2,1,1,0,1,1,1,0,1,1,1,0,1,1,0,0,1,2,2,0,NA,1,1,1,3,2,2,2,1,1,22,20,13,10,18,11,0,12,5,NA,23,1,9.3,9,NA,"msq","swam"
"3355",1,0,1,0,NA,1,0,0,1,2,1,0,1,2,NA,0,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,NA,NA,0,0,1,0,0,1,0,0,2,0,1,0,1,2,0,2,0,1,1,0,1,0,1,1,0,0,1,NA,0,0,0,1,1,0,0,1,0,9,10,7,0,12,6,3,6,4,NA,26,1,9.3,9,NA,"msq","swam"
"3356",0,0,0,0,NA,1,0,0,2,2,1,0,2,3,NA,0,3,3,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,2,0,2,1,0,1,0,1,0,0,0,1,NA,1,0,0,2,0,1,0,0,0,9,6,1,0,18,17,1,9,6,NA,27,1,9.3,9,NA,"msq","swam"
"3357",0,0,0,0,NA,0,0,0,2,1,0,0,1,2,NA,0,1,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,0,1,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,1,0,0,1,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,11,0,0,9,19,2,5,3,NA,30,1,9.3,9,NA,"msq","swam"
"3358",2,1,2,0,NA,2,0,0,2,0,2,0,0,2,NA,0,3,3,3,0,3,0,0,0,2,2,3,3,0,0,2,0,0,0,3,0,NA,NA,3,0,3,0,0,2,0,1,1,3,3,1,2,2,0,3,1,1,1,0,2,0,1,2,0,0,1,NA,0,0,1,2,3,2,0,3,0,20,11,26,3,12,7,2,7,3,NA,32,1,9.3,9,NA,"msq","swam"
"3359",1,0,1,0,NA,1,0,0,2,1,1,0,1,2,NA,0,2,2,1,0,2,0,1,1,0,1,2,2,0,0,1,0,0,0,2,0,NA,NA,2,1,2,0,2,1,0,1,1,2,2,0,2,1,0,2,0,1,1,1,2,0,2,1,0,0,1,NA,0,0,1,2,2,1,1,1,0,14,13,16,3,17,7,0,11,5,NA,33,1,9.3,9,NA,"msq","swam"
"3360",1,0,0,0,NA,0,0,0,0,0,0,0,1,1,NA,1,0,1,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,NA,NA,0,1,0,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,2,1,1,0,1,0,0,2,2,NA,0,0,0,1,0,0,0,0,0,5,21,1,4,13,10,2,9,2,NA,36,1,9.3,9,NA,"msq","swam"
"3361",1,0,2,0,NA,2,0,0,2,1,2,0,2,3,NA,2,2,2,1,0,1,0,0,0,1,1,1,2,0,0,2,0,0,0,0,0,NA,NA,0,0,0,0,2,2,0,0,0,0,2,1,1,2,0,1,0,2,0,0,0,0,2,3,0,1,0,NA,0,0,1,2,1,2,0,0,0,20,15,14,2,15,9,1,7,6,NA,37,1,9.3,9,NA,"msq","swam"
"3362",0,0,2,0,NA,1,0,0,3,2,2,1,3,3,NA,0,2,3,0,1,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,1,NA,NA,0,0,0,1,1,1,0,0,1,0,2,NA,2,2,1,0,0,0,2,1,0,1,2,2,0,1,3,NA,1,0,1,1,1,1,2,0,0,6,NA,8,3,19,7,1,9,7,NA,39,1,9.3,9,NA,"msq","swam"
"3363",1,1,1,1,NA,0,3,0,0,1,1,3,0,1,NA,1,0,0,0,3,1,1,1,2,0,1,0,0,1,2,1,2,0,1,0,1,NA,NA,1,1,1,0,1,1,2,1,2,0,0,1,2,1,3,0,2,1,2,1,1,2,1,0,0,1,2,NA,3,2,0,1,1,0,2,0,1,9,15,6,13,5,14,1,3,1,NA,42,1,9.3,9,NA,"msq","swam"
"3364",3,0,2,0,NA,3,0,1,2,2,3,0,0,2,NA,1,2,2,2,0,2,0,1,0,NA,3,3,3,0,0,3,0,0,0,2,0,NA,NA,2,2,2,1,2,2,0,1,NA,1,3,NA,1,2,0,2,0,2,0,0,3,0,1,3,1,1,1,NA,1,0,2,3,1,3,0,1,0,26,NA,26,4,11,15,4,6,3,NA,43,1,9.3,9,NA,"msq","swam"
"3365",0,0,1,0,NA,0,0,0,3,0,0,0,2,3,NA,0,2,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,0,0,0,0,0,0,0,0,3,0,1,2,2,3,0,1,0,3,2,3,0,0,3,2,0,0,3,NA,0,1,0,0,1,0,0,2,0,1,5,4,1,13,13,2,6,5,NA,45,1,9.3,9,NA,"msq","swam"
"3366",3,0,3,NA,NA,3,0,0,0,0,3,0,2,0,NA,0,2,2,2,0,3,0,0,0,2,3,3,3,0,0,3,0,0,0,3,0,NA,NA,3,3,3,0,3,3,0,NA,0,2,2,0,0,0,0,3,0,0,0,0,3,0,0,2,0,1,0,NA,0,0,3,3,3,3,0,3,0,30,25,28,NA,18,8,1,9,7,NA,48,1,9.3,9,NA,"msq","swam"
