"","id","year","stint","team","lg","g","ab","r","h","X2b","X3b","hr","rbi","sb","cs","bb","so","ibb","hbp","sh","sf","gidp"
"72333","valenjo03",1994,1,"ML4","AL",97,285,47,68,19,0,11,46,12,3,38,75,1,2,4,2,1
"72338","vaughgr01",1994,1,"ML4","AL",95,370,59,94,24,1,19,55,9,5,51,93,6,1,0,1,6
"72340","velarra01",1994,1,"NYA","AL",77,280,47,78,16,1,9,34,4,2,22,61,0,4,2,2,7
"72341","venturo01",1994,1,"CHA","AL",109,401,57,113,15,1,18,78,3,1,61,69,15,2,2,8,8
"72342","violafr01",1994,1,"BOS","AL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72343","vizquom01",1994,1,"CLE","AL",69,286,39,78,10,1,1,33,13,4,23,23,0,0,11,2,4
"72350","welchbo01",1994,1,"OAK","AL",26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"72352","wellsda01",1994,1,"DET","AL",16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72354","whitalo01",1994,1,"DET","AL",92,322,67,97,21,2,12,43,2,0,41,47,4,1,3,5,8
"72355","whitede03",1994,1,"TOR","AL",100,403,67,109,24,6,13,49,11,3,21,80,3,5,4,2,4
"72357","wickmbo01",1994,1,"NYA","AL",53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72359","willibe02",1994,1,"NYA","AL",108,408,80,118,29,1,12,57,16,9,61,54,2,3,1,2,11
"72361","willige02",1994,1,"NYA","AL",57,86,19,25,8,0,4,13,1,3,4,17,0,0,0,1,6
"72363","williwo02",1994,1,"TOR","AL",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72365","winfida01",1994,1,"MIN","AL",77,294,35,74,15,3,10,43,2,1,31,51,5,0,1,2,7
"72366","wittbo01",1994,1,"OAK","AL",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72373","aloumo01",1994,1,"MON","NL",107,422,81,143,31,5,22,78,7,6,42,63,10,2,0,5,7
"72374","anderla02",1994,1,"PHI","NL",29,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"72378","ashbyan01",1994,1,"SDN","NL",24,49,2,8,0,0,0,0,0,0,1,19,0,0,9,0,2
"72380","astacpe01",1994,1,"LAN","NL",23,47,2,3,0,0,0,0,0,0,0,22,0,0,4,0,0
"72381","ausmubr01",1994,1,"SDN","NL",101,327,45,82,12,1,7,24,5,1,30,63,12,1,6,2,8
"72383","bagweje01",1994,1,"HOU","NL",110,400,104,147,32,2,39,116,15,4,65,65,14,4,0,10,12
"72388","basske01",1994,1,"HOU","NL",82,203,37,63,15,1,6,35,2,3,28,24,6,1,1,2,5
"72393","bedrost01",1994,1,"ATL","NL",46,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"72395","bellira01",1994,1,"ATL","NL",46,120,9,29,7,1,0,9,0,2,2,29,1,2,2,1,4
"72396","bellja01",1994,1,"PIT","NL",110,424,68,117,35,4,9,45,2,0,49,82,1,3,8,3,15
"72399","benesan01",1994,1,"SDN","NL",25,49,2,8,1,0,0,7,0,0,1,22,0,0,13,0,3
"72403","bicheda01",1994,1,"COL","NL",116,484,74,147,33,2,27,95,21,8,19,70,3,4,0,2,17
"72404","bielemi01",1994,1,"ATL","NL",19,3,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0
"72405","biggicr01",1994,1,"HOU","NL",114,437,88,139,44,5,6,56,39,4,62,58,1,8,2,2,5
"72406","blackbu02",1994,1,"SFN","NL",10,17,0,1,0,0,0,1,0,0,0,5,0,0,5,0,0
"72410","bondsba01",1994,1,"SFN","NL",112,391,89,122,18,1,37,81,29,9,74,43,18,6,0,3,3
"72411","bonilbo01",1994,1,"NYN","NL",108,403,60,117,24,1,20,67,1,3,55,101,9,0,0,2,10
"72412","boonebr01",1994,1,"CIN","NL",108,381,59,122,25,2,12,68,3,4,24,74,1,8,5,6,10
"72435","burbada01",1994,1,"SFN","NL",57,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"72436","burkejo03",1994,1,"SFN","NL",25,51,1,3,0,0,0,0,0,0,1,21,0,0,3,0,1
"72437","burksel01",1994,1,"COL","NL",42,149,33,48,8,3,13,24,3,1,16,39,3,0,0,0,3
"72438","burnije01",1994,1,"NYN","NL",45,143,26,34,4,0,3,15,1,1,23,45,0,1,1,0,2
"72439","butlebr01",1994,1,"LAN","NL",111,417,79,131,13,9,8,33,27,8,68,52,0,2,7,2,2
"72440","caminke01",1994,1,"HOU","NL",111,406,63,115,28,2,18,75,4,3,43,71,13,2,0,3,8
"72442","candito01",1994,1,"LAN","NL",23,50,2,7,1,0,0,3,0,0,1,9,0,0,7,0,0
"72451","castivi02",1994,1,"COL","NL",52,130,16,43,11,1,3,18,2,1,7,23,1,0,1,3,3
"72458","claytro01",1994,1,"SFN","NL",108,385,38,91,14,6,3,30,23,3,30,74,2,3,3,2,7
"72459","colbrgr01",1994,1,"FLO","NL",47,155,17,47,10,0,6,31,1,1,9,27,0,2,0,2,3
"72460","coninje01",1994,1,"FLO","NL",115,451,60,144,27,6,18,82,1,2,40,92,4,1,0,4,8
"72463","cordewi01",1994,1,"MON","NL",110,415,65,122,30,3,15,63,16,3,41,62,3,6,2,3,8
"72464","cormirh01",1994,1,"SLN","NL",8,14,2,4,0,0,0,1,0,0,1,2,0,1,0,0,0
"72470","daultda01",1994,1,"PHI","NL",69,257,43,77,17,1,15,56,4,1,33,43,2,1,0,1,3
"72471","davisma01",1994,1,"SDN","NL",20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72483","duncama01",1994,1,"PHI","NL",88,347,49,93,22,1,8,48,10,2,17,72,1,4,2,4,10
"72484","dunstsh01",1994,1,"CHN","NL",88,331,38,92,19,0,11,35,3,8,16,48,3,2,5,2,4
"72490","eisenji01",1994,1,"PHI","NL",104,290,42,87,15,4,4,43,6,2,33,31,3,1,3,2,8
"72493","evereca01",1994,1,"FLO","NL",16,51,7,11,1,0,2,6,4,0,3,15,0,0,0,0,0
"72496","fasseje01",1994,1,"MON","NL",21,44,1,3,0,1,0,0,0,0,2,27,0,0,9,0,0
"72498","fernato01",1994,1,"CIN","NL",104,366,50,102,18,6,8,50,12,7,44,40,8,5,4,3,5
"72499","finlest01",1994,1,"HOU","NL",94,373,64,103,16,5,11,33,13,7,28,52,0,2,13,1,3
"72500","fletcda01",1994,1,"MON","NL",94,285,28,74,18,1,10,57,0,0,25,23,4,3,0,12,6
"72502","floydcl01",1994,1,"MON","NL",100,334,43,94,19,4,4,41,10,3,24,63,0,3,2,3,3
"72503","foleyto02",1994,1,"PIT","NL",59,123,13,29,7,0,3,15,0,0,13,18,2,0,0,1,1
"72506","francjo01",1994,1,"NYN","NL",47,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"72512","galaran01",1994,1,"COL","NL",103,417,77,133,21,0,31,85,8,3,19,93,8,8,0,5,10
"72518","girarjo01",1994,1,"COL","NL",93,330,47,91,9,4,4,34,3,3,21,48,1,2,6,2,13
"72519","glavito02",1994,1,"ATL","NL",26,56,4,10,1,0,0,3,0,0,5,15,0,0,9,0,0
"72522","gonzalu01",1994,1,"HOU","NL",112,392,57,107,29,4,8,67,15,13,49,57,6,3,0,6,10
"72523","goodedw01",1994,1,"NYN","NL",7,12,1,2,0,0,0,2,0,0,0,1,0,0,4,0,0
"72524","gottji01",1994,1,"LAN","NL",37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72526","gracema01",1994,1,"CHN","NL",106,403,55,120,23,3,6,44,0,1,48,41,5,0,0,3,10
"72529","grissma02",1994,1,"MON","NL",110,475,96,137,25,4,11,45,36,6,41,66,4,1,0,4,10
"72530","grosske01",1994,1,"LAN","NL",25,47,2,7,0,0,1,3,0,0,3,18,0,0,4,0,1
"72535","gwynnto01",1994,1,"SDN","NL",110,419,79,165,35,1,12,64,5,0,48,19,16,2,1,5,20
"72541","hanseda01",1994,1,"LAN","NL",40,44,3,15,3,0,0,5,0,0,5,5,0,0,0,0,0
"72545","harnipe01",1994,1,"HOU","NL",18,35,5,6,3,0,0,0,0,0,0,10,0,0,2,0,1
"72548","harrile01",1994,1,"CIN","NL",66,100,13,31,3,1,0,14,7,2,5,13,0,0,0,1,0
"72550","hatchbi01",1994,2,"PHI","NL",43,134,15,33,5,1,2,13,4,1,6,14,0,0,2,4,2
"72551","hayesch01",1994,1,"COL","NL",113,423,46,122,23,4,10,50,3,6,36,71,4,3,0,1,11
"72558","hernajo01",1994,1,"CHN","NL",56,132,18,32,2,3,1,9,2,2,8,29,0,1,5,0,4
"72559","hershor01",1994,1,"LAN","NL",22,44,4,9,0,0,0,4,1,0,2,10,0,1,3,2,0
"72561","hillgl01",1994,1,"CHN","NL",89,269,48,80,12,1,10,38,19,6,29,57,0,0,0,1,5
"72562","hillke01",1994,1,"MON","NL",24,48,1,7,0,0,0,2,0,0,3,17,0,0,16,0,2
"72565","hoffmtr01",1994,1,"SDN","NL",47,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"72568","holmeda01",1994,1,"COL","NL",29,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72570","houghch01",1994,1,"FLO","NL",21,33,1,4,0,0,0,0,0,0,1,9,0,0,4,0,3
"72581","incavpe01",1994,1,"PHI","NL",80,244,28,56,10,1,13,32,1,0,16,71,3,1,0,2,3
"72583","jacksda02",1994,1,"PHI","NL",26,57,3,9,2,1,0,7,0,0,2,24,0,0,9,0,1
"72584","jacksmi02",1994,1,"SFN","NL",36,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"72586","jarvike01",1994,1,"CIN","NL",6,4,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0
"72588","jeffegr01",1994,1,"SLN","NL",103,397,52,129,27,1,12,55,12,5,45,26,12,1,0,4,9
"72597","jonesdo01",1994,1,"PHI","NL",47,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"72598","jonesto02",1994,1,"HOU","NL",48,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"72599","jordabr01",1994,1,"SLN","NL",53,178,14,46,8,2,5,15,4,3,16,40,0,1,0,2,6
"72602","justida01",1994,1,"ATL","NL",104,352,61,110,16,2,19,59,2,4,69,45,5,2,0,1,8
"72605","kellyro01",1994,1,"CIN","NL",47,179,29,54,8,0,3,21,9,8,11,35,1,3,0,1,3
"72606","kellyro01",1994,2,"ATL","NL",63,255,44,73,15,3,6,24,10,3,24,36,0,0,0,2,5
"72607","kentje01",1994,1,"NYN","NL",107,415,53,121,24,5,14,68,1,4,23,84,3,10,1,3,7
"72611","kleskry01",1994,1,"ATL","NL",92,245,42,68,13,3,17,47,1,0,26,48,3,1,0,4,8
"72612","kruegbi01",1994,2,"SDN","NL",8,12,1,6,1,0,0,0,0,0,0,3,0,0,2,0,0
"72614","lankfra01",1994,1,"SLN","NL",109,416,89,111,25,5,19,57,11,10,58,113,3,4,0,4,0
"72616","larkiba01",1994,1,"CIN","NL",110,427,78,119,23,5,9,52,26,2,64,58,3,0,5,5,6
"72620","lewisda01",1994,1,"SFN","NL",114,451,70,116,15,9,4,29,30,13,53,50,0,4,4,1,6
"72631","lopezja01",1994,1,"ATL","NL",80,277,27,68,9,0,13,35,0,2,17,61,0,5,2,2,12
"72633","mabryjo01",1994,1,"SLN","NL",6,23,2,7,3,0,0,3,0,0,2,4,0,0,0,0,0
"72634","maddugr01",1994,1,"ATL","NL",25,63,5,14,2,0,0,2,0,0,1,19,0,0,9,0,2
"72635","maddumi01",1994,1,"NYN","NL",27,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"72636","magadda01",1994,1,"FLO","NL",74,211,30,58,7,0,1,17,0,0,39,25,0,1,0,3,8
"72643","martida01",1994,1,"SFN","NL",97,235,23,58,9,3,4,27,3,4,21,22,1,2,2,0,6
"72645","martipe02",1994,1,"MON","NL",24,44,1,4,0,1,0,5,0,0,3,21,0,0,5,1,1
"72656","mcelrch01",1994,1,"CIN","NL",52,6,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0
"72657","mcgeewi01",1994,1,"SFN","NL",45,156,19,44,3,0,5,23,3,0,15,24,2,0,1,4,8
"72658","mcgrifr01",1994,1,"ATL","NL",113,424,81,135,25,1,34,94,7,3,50,76,8,1,0,3,8
"72665","merceor01",1994,1,"PIT","NL",108,386,48,105,21,3,9,51,4,1,42,58,5,1,0,2,17
"72666","merckke01",1994,1,"ATL","NL",20,37,0,2,0,0,0,2,0,0,2,15,0,0,3,1,0
"72667","micelda01",1994,1,"PIT","NL",28,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
"72672","mitchke01",1994,1,"CIN","NL",95,310,57,101,18,1,30,77,2,0,59,62,15,3,0,8,12
"72673","mondera01",1994,1,"LAN","NL",112,434,63,133,27,8,16,56,11,8,16,78,5,2,0,2,9
"72678","morgami01",1994,1,"CHN","NL",15,24,1,3,0,0,0,0,0,0,1,4,0,0,1,0,1
"72686","myersra01",1994,1,"CHN","NL",38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72688","neaglde01",1994,1,"PIT","NL",24,42,2,8,0,0,1,7,0,0,0,13,0,0,5,0,0
"72693","obriech01",1994,1,"ATL","NL",51,152,24,37,11,0,8,28,0,0,15,24,2,3,1,1,5
"72694","offerjo01",1994,1,"LAN","NL",72,243,27,51,8,4,1,25,2,1,38,38,4,0,6,2,6
"72697","olivaom01",1994,1,"SLN","NL",15,28,4,6,0,0,1,3,0,0,1,8,0,0,2,0,1
"72698","olivejo01",1994,1,"CIN","NL",6,19,1,4,0,0,1,5,0,0,2,3,1,0,0,0,1
"72699","olsongr01",1994,1,"ATL","NL",16,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72710","parenma01",1994,1,"CHN","NL",44,99,8,26,4,0,3,16,0,1,13,24,1,1,1,2,5
"72711","parkch01",1994,1,"LAN","NL",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72713","parrila02",1994,1,"PIT","NL",40,126,10,34,5,0,3,16,1,1,18,28,1,1,1,1,5
"72718","penaal01",1994,1,"PIT","NL",22,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72720","pendlte01",1994,1,"ATL","NL",77,309,25,78,18,3,7,30,2,0,12,57,3,0,3,0,8
"72727","piazzmi01",1994,1,"LAN","NL",107,405,64,129,18,0,24,92,1,3,33,65,10,1,0,2,11
"72729","plesada01",1994,1,"CHN","NL",54,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1
"72730","portuma01",1994,1,"SFN","NL",21,48,4,17,5,1,0,8,0,0,1,8,0,0,4,1,1
"72732","prattto02",1994,1,"PHI","NL",28,102,10,20,6,1,2,9,0,1,12,29,0,0,0,0,3
"72733","princto01",1994,1,"LAN","NL",3,6,2,2,0,0,0,1,0,0,1,3,0,0,0,0,0
"72736","quantpa01",1994,2,"PHI","NL",18,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72739","readyra01",1994,1,"PHI","NL",17,42,5,16,1,0,1,3,0,1,8,6,0,0,0,0,1
"72740","reedje02",1994,1,"SFN","NL",50,103,11,18,3,0,1,7,0,0,11,21,4,0,0,0,3
"72741","reedst01",1994,1,"COL","NL",61,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72742","remlimi01",1994,1,"NYN","NL",10,16,1,0,0,0,0,1,0,0,1,6,0,0,3,0,0
"72763","saberbr01",1994,1,"NYN","NL",24,58,7,10,2,0,0,1,0,0,4,14,0,0,8,0,0
"72765","sanchre01",1994,1,"CHN","NL",96,291,26,83,13,1,0,24,2,5,20,29,4,7,4,1,9
"72766","sandbry01",1994,1,"CHN","NL",57,223,36,53,9,5,5,24,2,3,23,40,0,1,0,0,6
"72769","sandere02",1994,1,"CIN","NL",107,400,66,105,20,8,17,62,21,9,41,114,1,2,1,3,2
"72771","santibe01",1994,1,"FLO","NL",101,337,35,92,14,2,11,41,1,2,25,57,1,1,2,4,11
"72774","schilcu01",1994,1,"PHI","NL",13,28,0,3,0,0,0,1,0,0,1,10,0,0,1,0,1
"72777","seaneru01",1994,1,"LAN","NL",17,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72778","seguida01",1994,1,"NYN","NL",92,336,46,81,17,1,10,43,0,0,33,43,6,1,1,3,6
"72781","servisc01",1994,1,"CIN","NL",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72784","sheffga01",1994,1,"FLO","NL",87,322,61,89,16,1,27,78,12,6,51,50,11,6,0,5,10
"72787","slaugdo01",1994,1,"PIT","NL",76,240,21,69,7,0,2,21,0,0,34,31,2,3,1,1,5
"72790","smithoz01",1994,1,"SLN","NL",98,381,51,100,18,3,3,30,6,3,38,26,3,0,10,4,3
"72793","smithza01",1994,1,"PIT","NL",26,57,2,12,1,0,0,2,0,0,0,11,0,0,2,0,0
"72794","smoltjo01",1994,1,"ATL","NL",21,37,6,6,1,0,1,1,0,0,4,14,0,0,6,0,1
"72796","sosasa01",1994,1,"CHN","NL",105,426,59,128,17,6,25,70,22,13,25,92,1,2,1,4,7
"72800","stantmi02",1994,1,"ATL","NL",49,3,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0
"72802","stinnke01",1994,1,"NYN","NL",47,150,20,38,6,2,2,14,2,0,11,28,1,5,0,1,3
"72804","strawda01",1994,1,"SFN","NL",29,92,13,22,3,1,4,17,0,3,19,22,4,0,0,2,2
"72805","sutclri01",1994,1,"SLN","NL",16,23,0,3,1,0,0,1,0,0,0,6,0,0,3,0,1
"72807","swindgr01",1994,1,"HOU","NL",24,44,1,11,3,0,0,0,0,0,0,14,0,0,12,0,0
"72818","thompmi02",1994,1,"PHI","NL",87,220,29,60,7,0,3,30,7,2,23,28,4,3,1,1,5
"72819","thompmi02",1994,2,"HOU","NL",9,21,5,6,0,0,1,3,2,0,1,2,0,0,0,0,1
"72825","trachst01",1994,1,"CHN","NL",22,43,3,8,1,0,0,2,0,1,0,9,0,1,8,0,2
"72828","valdeis01",1994,1,"LAN","NL",21,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"72829","valenfe01",1994,1,"PHI","NL",8,12,0,3,1,0,0,0,0,0,0,2,0,0,4,0,0
"72831","vandejo02",1994,1,"COL","NL",91,110,12,27,3,1,5,15,2,1,16,31,0,0,0,1,4
"72838","vizcajo01",1994,1,"NYN","NL",103,410,47,105,13,3,3,33,1,11,33,62,3,2,5,6,5
"72840","walkela01",1994,1,"MON","NL",103,395,76,127,44,2,19,86,15,5,47,74,5,4,0,6,8
"72841","wallati01",1994,1,"LAN","NL",113,414,68,116,21,1,23,78,0,2,46,80,2,4,0,2,12
"72846","weathda01",1994,1,"FLO","NL",26,44,2,3,0,0,0,0,0,0,3,25,0,0,4,0,0
"72848","webstmi01",1994,1,"LAN","NL",82,84,16,23,4,0,4,12,1,2,8,13,1,1,0,0,2
"72856","whitema01",1994,1,"SLN","NL",92,334,57,98,18,2,14,53,10,5,37,75,9,1,0,2,8
"72857","whiteri01",1994,1,"PIT","NL",43,13,0,1,0,0,0,0,0,0,0,4,0,1,0,0,0
"72858","whitero02",1994,1,"MON","NL",40,97,16,27,10,1,2,13,1,1,9,18,0,3,0,0,1
"72861","wilkiri01",1994,1,"CHN","NL",100,313,44,71,25,2,7,39,4,3,40,86,5,2,1,2,3
"72864","willima04",1994,1,"SFN","NL",112,445,74,119,16,3,43,96,1,0,33,87,7,2,0,3,11
"72867","wilsowi02",1994,1,"CHN","NL",17,21,4,5,0,2,0,0,1,0,1,6,0,0,1,0,0
"72869","womacto01",1994,1,"PIT","NL",5,12,4,4,0,0,0,1,0,0,2,3,0,0,0,0,0
"72871","worreti01",1994,1,"SDN","NL",3,2,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
"72874","younger01",1994,1,"COL","NL",90,228,37,62,13,1,7,30,18,7,38,17,1,2,5,2,3
"72878","zeileto01",1994,1,"SLN","NL",113,415,62,111,25,1,19,75,1,3,52,56,3,3,0,7,13
"72882","aguilri01",1995,1,"MIN","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72883","aguilri01",1995,2,"BOS","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72891","alomaro01",1995,1,"TOR","AL",130,517,71,155,24,7,13,66,30,3,47,45,3,0,6,7,16
"72892","alomasa02",1995,1,"CLE","AL",66,203,32,61,6,0,10,35,3,1,7,26,0,3,4,1,8
"72893","alvarwi01",1995,1,"CHA","AL",29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72896","anderbr01",1995,1,"BAL","AL",143,554,108,145,33,10,16,64,26,7,87,111,4,10,4,2,3
"72901","appieke01",1995,1,"KCA","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72902","assenpa01",1995,1,"CLE","AL",47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72905","baergca01",1995,1,"CLE","AL",135,557,87,175,28,2,15,90,11,2,35,31,6,3,0,5,15
"72906","baineha01",1995,1,"BAL","AL",127,385,60,115,19,1,24,63,0,2,70,45,13,0,0,4,17
"72912","basske01",1995,1,"BAL","AL",111,295,32,72,12,0,5,32,8,8,24,47,0,2,4,2,15
"72916","belchti01",1995,1,"SEA","AL",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72918","bellda01",1995,1,"CLE","AL",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72922","benesan01",1995,2,"SEA","AL",12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72923","benitar01",1995,1,"BAL","AL",44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72929","bielemi01",1995,1,"CAL","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72930","blackbu02",1995,1,"CLE","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72935","boggswa01",1995,1,"NYA","AL",126,460,76,149,22,4,5,63,1,1,74,50,5,0,0,7,13
"72939","bonilbo01",1995,2,"BAL","AL",61,237,47,79,12,4,10,46,0,2,23,31,0,1,0,2,11
"72940","bordepa01",1995,1,"KCA","AL",52,143,14,33,8,1,4,13,0,0,7,22,1,0,0,0,1
"72941","bordimi01",1995,1,"OAK","AL",126,428,46,113,13,0,8,44,11,3,35,48,2,5,7,3,8
"72954","brownke01",1995,1,"BAL","AL",26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72958","buhneja01",1995,1,"SEA","AL",126,470,86,123,23,0,40,121,0,1,60,120,7,1,2,6,15
"72960","burnije01",1995,1,"CLE","AL",9,7,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"72966","cansejo01",1995,1,"BOS","AL",102,396,64,121,25,1,24,81,4,0,42,93,4,7,0,5,9
"72969","cartejo01",1995,1,"TOR","AL",139,558,70,141,23,0,25,76,12,1,37,87,5,3,0,5,11
"72973","charlno01",1995,2,"SEA","AL",30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72975","cirilje01",1995,1,"ML4","AL",125,328,57,91,19,4,9,39,7,2,47,42,0,4,1,4,8
"72980","clarkwi02",1995,1,"TEX","AL",123,454,85,137,27,3,16,92,0,1,68,50,6,4,0,11,7
"72981","clemero02",1995,1,"BOS","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72985","coneda01",1995,1,"TOR","AL",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72986","coneda01",1995,2,"NYA","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72989","cookde01",1995,1,"CLE","AL",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72990","cookde01",1995,2,"TEX","AL",35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"72995","cormirh01",1995,1,"BOS","AL",48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73007","darliro01",1995,1,"OAK","AL",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73008","darwida01",1995,1,"TOR","AL",13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73009","darwida01",1995,2,"TEX","AL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73010","davisch01",1995,1,"CAL","AL",119,424,81,135,23,0,20,86,3,3,89,79,12,0,0,9,12
"73015","deleojo01",1995,1,"CHA","AL",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73016","delgaca01",1995,1,"TOR","AL",37,91,7,15,3,0,3,11,0,0,6,26,0,0,0,2,1
"73029","easleda01",1995,1,"CAL","AL",114,357,35,77,14,2,4,35,5,2,32,47,1,6,6,4,11
"73030","eckerde01",1995,1,"OAK","AL",52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73033","edmonji01",1995,1,"CAL","AL",141,558,120,162,30,4,33,107,1,4,51,130,4,5,1,5,10
"73038","embreal01",1995,1,"CLE","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73039","ericksc01",1995,1,"MIN","AL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73040","ericksc01",1995,2,"BAL","AL",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73049","fernasi01",1995,1,"BAL","AL",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73050","fernato01",1995,1,"NYA","AL",108,384,57,94,20,2,5,45,6,6,42,40,4,4,3,5,14
"73051","fettemi01",1995,1,"ML4","AL",40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73052","fieldce01",1995,1,"DET","AL",136,494,70,120,18,1,31,82,0,1,75,116,8,5,0,4,17
"73053","finlech01",1995,1,"CAL","AL",32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73054","flahejo01",1995,1,"DET","AL",112,354,39,86,22,1,11,40,0,0,18,47,0,3,8,2,8
"73057","fletcsc01",1995,1,"DET","AL",67,182,19,42,10,1,1,17,1,0,19,27,0,3,4,1,2
"73065","gaettga01",1995,1,"KCA","AL",137,514,76,134,27,0,35,96,3,3,47,91,6,8,3,6,7
"73066","gagnegr01",1995,1,"KCA","AL",120,430,58,110,25,4,6,49,3,5,38,60,2,2,7,5,11
"73072","gibsoki01",1995,1,"DET","AL",70,227,37,59,12,2,9,35,9,2,33,61,3,3,0,2,6
"73077","gomezch02",1995,1,"DET","AL",123,431,49,96,20,2,11,50,4,1,41,96,0,3,3,4,13
"73079","gonzaal01",1995,1,"TOR","AL",111,367,51,89,19,4,10,42,4,4,44,114,1,1,9,4,7
"73080","gonzaju03",1995,1,"TEX","AL",90,352,57,104,20,2,27,82,0,0,17,66,3,0,0,5,15
"73083","goodwto01",1995,1,"KCA","AL",133,480,72,138,16,3,4,28,50,18,38,72,0,5,14,0,7
"73084","gordoto01",1995,1,"KCA","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73087","greensh01",1995,1,"TOR","AL",121,379,52,109,31,4,15,54,1,2,20,68,3,3,0,3,4
"73089","griffke02",1995,1,"SEA","AL",72,260,52,67,7,0,17,42,4,2,52,53,6,0,0,2,4
"73090","grimsja01",1995,1,"CLE","AL",15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73091","groombu01",1995,1,"DET","AL",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73092","grosske01",1995,1,"TEX","AL",31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"73094","guarded01",1995,1,"MIN","AL",51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
