rMVMP,fulldate,NAME,rMVOP,Obs,BHRET3
122.556,19970529,"NetSpeak Corp",117.455,1429,4.11
314.318,19970603,"RF Micro Devices ",246.363,1430,3224.08
224.141,19970604,"Melita International Corp",202.659,1431,-41.553
78.25,19970605,"Cardima ",78.25,1432,-82.806
133.631,19970605,"PSW Technologies ",104.581,1433,44.565
4718.23,19970609,"Iridium World Communications",4241.11,1434,-86.215
20.6188,19970610,"Compu-Dawn ",17.1824,1435,166.679
107.603,19970610,"HTE ",111.348,1436,-69.88
112.073,19970610,"JetFax ",119.544,1437,-77.311
52.9795,19970612,"OptiSystems Solutions Ltd",62.28,1438,51.96
258.686,19970612,"Star Telecommunications ",194.015,1439,-55.16
33.9395,19970617,"SysComm International Corp",32.3233,1440,-72.619
731.82,19970617,"Genesys Telecommun Labs",479.008,1441,89.09
25.5002,19970618,"Simulations Plus ",23.182,1442,-63.636
176.377,19970618,"New Era of Networks ",143.493,1443,323.729
249.509,19970618,"Aris Corp",195.642,1444,-82.353
44.903,19970619,"Laser Power Corp",43.4036,1445,-23.077
348.56,19970619,"RWD Technologies ",248.29,1446,-79.45
579.354,19970619,"Great Plains Software ",286.278,1447,-37.077
240.535,19970625,"3Dfx Interactive ",183.997,1448,-44.348
33.886,19970626,"Robocom Systems ",31.1981,1449,-65.487
61.7711,19970627,"Advanced Communication Systems",58.7923,1450,168.25
73.319,19970701,"SpectRx ",73.3188,1451,50
137.716,19970701,"TSI International Software Ltd",112.677,1452,1164.66
147.387,19970702,"8x8 ",134.364,1453,68.421
168.268,19970702,"Vista Medical Technologies ",159.412,1454,-88.683
473.104,19970702,"Peritus Software Services ",282.978,1455,-96.846
100.927,19970708,"Axiom ",100.927,1456,-81.77
475.84,19970709,"Telegroup ",418.134,1457,-97.802
42.3075,19970710,"InfoCure Corp",42.3075,1458,128.571
2765.03,19970711,"At Home Corp",1707.82,1459,107.353
94.826,19970722,"RIT Technologies Ltd",91.953,1460,65.909
717.09,19970728,"Galileo Technology ",462.113,1461,38.16
362.513,19970729,"Corsair Communications ",270.129,1462,-9.28
171.818,19970730,"Information Management Assocs",165.454,1463,-67.59
266.036,19970801,"Concentric Network Corp",222.082,1464,567.83
234.762,19970804,"Hall Kinion & Associates ",184.079,1465,122.693
239.88,19970806,"Pegasus Systems ",169.665,1466,23.11
880.45,19970806,"QAD ",586.968,1467,-86.46
143.061,19970807,"GlobeComm Systems ",119.218,1468,-1.751
91.666,19970808,"A Consulting Team ",88.8528,1469,-43.434
158.164,19970808,"Omtool Ltd(ASA International)",142.347,1470,-90.937
315.007,19970808,"Innova Corp",218.405,1471,-85.36
21.4589,19970811,"Fine.com Corp",19.9261,1472,-38.936
140.302,19970811,"Computer Motion ",137.841,1473,-43.05
467.1,19970812,"Syntel ",380.6,1474,9.72
132.609,19970814,"Aehr Test Systems ",107.886,1475,-53.485
204.487,19970818,"Positron Fiber Systems Corp",202.099,1476,20.787
171.898,19970905,"AutoCyte ",169.692,1477,-6.88
366.509,19970916,"Box Hill Systems Corp",274.032,1478,-62.95
219.502,19970917,"FARO Technologies ",162.094,1479,-69.31
4438.68,19970923,"JD Edwards & Company",2918.52,1480,-32.86
22.0658,19970924,"DIDAX ",24.5176,1481,-58.333
135.758,19970924,"Asia Electronics Holding Co",104.63,1482,-93.11
145.328,19970924,"RADCOM Ltd",125.511,1483,-36.364
199.511,19970925,"Pervasive Software ",181.373,1484,-76.559
519.2,19970925,"Advantage Learning System ",365.155,1485,187.363
1555.54,19970926,"NextLink Communications ",1137.39,1486,501.075
1988.49,19970929,"Bell Canada International ",1716.76,1487,11.247
220.642,19970930,"Best Software ",196.059,1488,138.889
289.509,19970930,"RSL Communications Ltd",263.954,1489,-91.656
415.115,19970930,"Power-One ",319.53,1490,904.635
359.065,19970930,"Omega Research ",336.146,1491,-77.515
81.752,19971001,"Securacom ",68.6312,1492,-75.49
209.339,19971001,"SPR ",178.636,1493,-67.827
200.269,19971001,"OSI Systems ",178.694,1494,-30.204
198.788,19971002,"Cognicase ",184.885,1495,-1.83
267.804,19971006,"SCM Microsystems ",181.989,1496,103.094
233.631,19971007,"Microcell Telecommunications",221.949,1497,123.7
191.205,19971009,"Startec Global Communications",136.983,1498,-63.433
81.548,19971010,"Kofax Image Products",80.5959,1499,11.798
328.518,19971015,"Concord Communications ",222.94,1500,-63.41
376.7,19971017,"N2K ",295.146,1501,-37.629
83.809,19971022,"Audio Book Club ",85.1714,1502,-73.193
663.8,19971023,"ITC Deltacom",550.941,1503,-22.63
846.13,19971028,"MMC Networks ",435.437,1504,326.84
114.027,19971031,"Pericom Semiconductor Corp",112.403,1505,480.82
1105.06,19971104,"Excel Switching Corp",947.2,1506,49.29
219.021,19971112,"Hybrid Networks ",192.365,1507,-53.73
183.964,19971113,"SportsLine USA ",150.945,1508,-18.59
741.82,19971113,"Hypercom Corp",741.824,1509,-65.21
110.923,19971117,"Landmark Systems Corp",105.212,1510,-49.545
123.157,19971119,"InterVU ",123.157,1511,452.096
46.6685,19971120,"CrossZ Software Corp",46.6685,1512,-84.896
333.055,19971120,"PRT Group ",326.771,1513,-95.27
759.41,19971121,"RealNetworks ",530.905,1514,237.063
51.381,19971124,"Bioanalytical Systems",49.824,1515,-70.74
322.02,19971125,"Applied Micro Circuits Corp",219.248,1516,3814.89
135.931,19971126,"Nanophase Technologies Corp",135.931,1517,37.5
90.331,19971203,"ImageMAX ",90.3309,1518,-79.2
619.23,19971203,"MetroNet Communications Corp",564.298,1519,233.42
107.571,19971204,"Gilat Communications LTD",106.817,1520,-58.354
421.912,19971205,"USWeb Corp",316.434,1521,288.75
178.052,19971211,"Focal ",178.052,1522,-87.536
129.026,19971212,"Power Integrations ",126.963,1523,281.538
251.074,19971212,"FlexiInternational Software",251.074,1524,-95.46
282.429,19971216,"CrossKeys Systems Corp",257.87,1525,-90.373
108.334,19971217,"Tier Technologies ",98.171,1526,-38
125.713,19971217,"Information Advantage Software",124.469,1527,6.701
52.0142,19971218,"Made2Manage Systems ",52.0142,1528,-62.5
44.9136,19980129,"Merge Technologies ",44.9136,1529,-81.771
141.169,19980129,"Mercury Computer Systems ",141.169,1530,896.204
700.378,19980129,"VeriSign ",384.521,1531,1163.81
295.236,19980202,"Artisan Components ",164.569,1532,-37.66
472.72,19980203,"USN Communications",461.893,1533,-96.84
1813.05,19980204,"Global TeleSystems Group ",1327.75,1534,-90.518
191.902,19980205,"Condor Technology Solutions",178.962,1535,-83.857
406.948,19980205,"Visual Networks",290.677,1536,-72.291
28.5831,19980206,"Jinpan International Ltd",28.0226,1537,-75.849
450.869,19980209,"CDnow ",327.905,1538,-86.397
70.687,19980212,"Astropower ",65.8574,1539,461.862
378.207,19980212,"Micromuse, ",240.45,1540,1117.17
374.48,19980212,"Advanced Communications Group",374.484,1541,-71.5
560.18,19980220,"DoubleClick ",355.999,1542,79.439
361.56,19980223,"Genesis Microchip ",293.019,1543,7.204
28.3324,19980224,"C2I Solutions ",27.7316,1544,-83.163
96.658,19980304,"Extended Systems ",90.9721,1545,105.882
111.245,19980304,"ViaGrafix Corp",108.086,1546,-56.075
77.627,19980313,"Integrated Sensor Solutions In",75.8264,1547,-2.29
102.136,19980313,"LJL Biosystems",102.136,1548,231.25
136.804,19980313,"Fundtech Ltd",102.327,1549,-55.37
142.249,19980313,"Command Systems ",125.238,1550,-63.532
254.361,19980313,"DSET Corp",202.88,1551,-91.121
675.61,19980318,"Exodus Communications ",366.783,1552,499.725
81.0985,19980323,"CyberShop International ",60.2446,1553,-98.79
900.92,19980323,"ISS Group ",490.841,1554,62.35
275.118,19980413,"Nanogen ",269.004,1555,-45.13
271.466,19980414,"Horizon Medical Products ",252.973,1556,-94.839
185.691,19980416,"BrightStar Information",138.895,1557,-97.964
3125.66,19980416,"Broadcom Corp",1398.77,1558,134.551
692.09,19980423,"Manhattan Associates ",474.467,1559,12.09
855.58,19980423,"US LEC Corp",530.538,1560,-80.057
437.298,19980427,"Mobius Management Systems ",347.442,1561,-78.038
542.69,19980428,"Aspec Technology ",503.928,1562,-97.14
312.846,19980429,"First Virtual Corp",266.689,1563,-93.33
253.619,19980430,"Brio Technology ",209.602,1564,-54.26
1498.67,19980430,"Amkor Technology ",1238.57,1565,64.429
1075.38,19980504,"Hyperion Telecommunications",990,1566,-73.96
161.066,19980506,"Innotrac Corp",147.204,1567,-50.878
288.396,19980511,"Evolving Systems ",210.398,1568,-82.87
385.287,19980511,"MGC Communications ",385.287,1569,-81.37
1182.61,19980511,"Verio ",1005.17,1570,344.334
28.454,19980513,"Ursus Telecom Corporation",25.897,1571,-94.944
37.4987,19980514,"IBS Interactive ",27.6744,1572,-93.846
45.6498,19980520,"American Xtal Technology",41.7351,1573,270.603
258.828,19980520,"Carreker-Antinori ",246.29,1574,54.81
375.312,19980521,"COM21 ",290.564,1575,-85.876
221.885,19980522,"Atlantic Data Services ",226.236,1576,-80.47
104.953,19980526,"SQL Financials International",123.474,1577,-30.508
59.0803,19980528,"Registry Magic ",55.2686,1578,-76.52
216.322,19980602,"Ultimate Software Group",216.322,1579,-52.15
2125.83,19980608,"Telesystem International",2122.85,1580,-91.558
1008.35,19980609,"Inktomi Corporation",504.174,1581,6.46
54.6602,19980610,"Paradigm Geophysical Ltd",54.1803,1582,-6.12
1000.4,19980610,"MicroStrategy ",568.142,1583,-64.55
176.176,19980611,"NetGravity ",162.624,1584,268.25
196.783,19980612,"Asymetrix Learning Systems ",196.783,1585,-84.091
479.414,19980617,"software.net Corp",325.64,1586,-97.811
149.044,19980619,"Interplay Entertainment",136.624,1587,-64
427.208,19980622,"International Integration ",261.156,1588,249.127
194.007,19980624,"SCC Communications Corp",170.806,1589,2.61
943.47,19980630,"Allegiance Telecom ",1029.24,1590,65.298
103.389,19980701,"Realty Information Group ",101.252,1591,186.26
103.043,19980707,"Emultek",103.043,1592,-70.97
105.8,19980710,"Point of Sale Ltd",105.8,1593,104.286
1461.59,19980716,"Broadcast.Com ",419.262,1594,250.421
343.553,19980717,"Actuate Software Corp",201.551,1595,87.093
11796.79,19980720,"Equant NV",7270.33,1596,-56.783
116.043,19980722,"Interactive Magic",102.432,1597,-98.79
417.105,19980724,"Bindview Development",256.68,1598,-80.677
306.514,19980727,"Echelon Corp",306.514,1599,257.632
203.621,19980730,"Towne Services ",203.621,1600,-96.25
229.886,19980730,"Northeast Optic Network ",262.726,1601,-51.845
506.492,19980730,"Carrier Access Corporation",376.924,1602,-66.51
615.19,19980731,"Cyberian Outpost",540.165,1603,-97.756
3428,19980731,"ICO Global Communications",3410.95,1604,-65.479
451.038,19980806,"Eclipsys Corp",400.804,1605,47.35
258.694,19980810,"Pilot Network Services",265.717,1606,-98.49
1559.22,19980810,"GeoCities",710.446,1607,163.806
32.0641,19980811,"Jenkon International",28.991,1608,-99.718
225.347,19980811,"Digital River ",193.872,1609,-57.57
358.757,19980813,"24/7 Media ",295.447,1610,-98.777
319.257,19980818,"Terayon Communication Systems",287.42,1611,-32.398
2566.03,19980924,"eBay ",974.96,1612,492.464
524.545,19981110,"EarthWeb ",150.824,1613,-98.347
39.0108,19981112,"Network-1 Security Solutions",35.6806,1614,-80.19
880.478,19981112,"theglobe.com inc",124.792,1615,-99.398
201.388,19981209,"Exchange Applications ",145.837,1616,-96.708
614.045,19981209,"Xoom.com ",249.612,1617,156.99
127.489,19981210,"Internet America ",111.382,1618,-97.24
292.638,19981210,"AboveNet Communications ",227.122,1619,344.03
548.36,19981215,"InfoSpace.com",411.272,1620,-10
437.801,19981216,"Concur Technologies ",280.642,1621,-91.538
296.955,19981217,"Artificial Life ",107.409,1622,-95.447
754.49,19990121,"NVidia Corporation",459.824,1623,1187.93
2797.16,19990121,"Covad Communications Group ",1109.5,1624,-96.847
613.1,19990122,"Allaire Corp",280.274,1625,-69.143
845.007,19990128,"Tut Systems ",264.524,1626,-96.92
241.256,19990129,"Smith-Gardner & Associates ",185.226,1627,-82.5
5103.56,19990201,"Perot Systems Corp",1877.17,1628,-59.846
59.738,19990205,"VIALOG Corp",88.9117,1629,23.972
576.274,19990205,"Pacific Internet Pte Ltd",278.908,1630,-94.165
984.379,19990210,"VerticalNet ",347.071,1631,-90.699
2898.41,19990210,"Healtheon Corp",739.037,1632,-78.518
218.935,19990211,"Catapult Communications",168.411,1633,58.39
520.47,19990211,"Onyx Software Corp",287.186,1634,-65.428
490.72,19990211,"SERENA Software ",421.634,1635,126.496
272.57,19990212,"Bottomline Technologies ",173.103,1636,-60.43
73.164,19990216,"Qiao Xing Universal Telephone",67.067,1637,-26.203
1505.34,19990218,"Vignette Corp",669.98,1638,-56.04
406.805,19990219,"WebTrends Corporation",195.435,1639,-33.487
565.21,19990219,"Pinnacle Holdings ",562.8,1640,-99.45
595.26,19990225,"Intraware ",504.462,1641,-90.77
283.519,19990305,"Neon Systems ",169.704,1642,-73.47
316.219,19990308,"RoweCom ",206.51,1643,-98.7
782.836,19990316,"FlashNet Communications ",305.024,1644,-91.404
951.395,19990317,"Multex.com ",396.061,1645,-87.06
3182.03,19990318,"iVillage ",953.06,1646,-97.017
876.99,19990319,"Cheap Tickets ",420.954,1647,-47.2
1340.27,19990322,"Autoweb.com",469.094,1648,-99.27
739.104,19990324,"MiningCo.com ",389.002,1649,-53.29
1035.93,19990325,"OneMain.com ",576.098,1650,-74.41
964.09,19990326,"Autobytel.com ",550.908,1651,-90.68
453.17,19990329,"MKS Instruments",451.234,1652,141.95
3011.64,19990329,"Critical Path ",1097.14,1653,-96.721
13163.53,19990329,"Priceline.com ",3052.41,1654,-92.468
352.163,19990405,"PLX Technology ",261.292,1655,-27.751
138.188,19990406,"Claimsnet.com ",67,1656,-97.879
6536.73,19990406,"Rhythms NetConnections",1985.7,1657,-99.608
67.7959,19990407,"Optibase Ltd",59.3214,1658,-67.72
3551.13,19990408,"Extreme Networks",1090.09,1659,-66.218
2994.78,19990408,"US Internetworking ",1093.75,1660,-99.135
3212.22,19990408,"Value America ",1338.67,1661,-98.698
493.508,19990414,"Sagent Technology ",285.448,1662,-94.924
941.22,19990415,"WorldGate Communications ",581.344,1663,-93.71
624.53,19990419,"Proxicom ",416.355,1664,-22.499
112.496,19990420,"Internet Financial Services",71.5882,1665,-89.55
89.11,19990422,"Aremissoft Corporation",89.11,1666,347.6
319.483,19990422,"Log On America ",91.2808,1667,-99.286
456.88,19990423,"Launch Media ",354.173,1668,-96.793
848.56,19990423,"Net Perceptions ",398.519,1669,-94.53
1081.31,19990426,"Razorfish ",516.447,1670,-97.902
564.554,19990428,"Informatica Corp",307.45,1671,8.586
1442.64,19990429,"Mpath Interactive ",512.888,1672,-99.862
1851.64,19990429,"Marimba ",609.593,1673,-96.444
521.19,19990430,"AppliedTheory Corporation",438.898,1674,-99.85
562.38,19990504,"FlyCast Communications",472.585,1675,311.77
964.66,19990504,"MapQuest.com ",646.557,1676,-25.978
705.548,19990505,"Silknet Software ",301.259,1677,69.039
421.98,19990505,"Destia Communications ",416.566,1678,122.284
3743.27,19990505,"Portal Software ",1401.97,1679,-92.747
6528.35,19990505,"NorthPoint Communications Grp",3892.68,1680,-96.506
343.867,19990506,"Latitude Communications ",298.799,1681,-83.791
769.053,19990507,"AdForce ",385.297,1682,140.5
542.409,19990510,"Maker Communications ",311.592,1683,158.533
1885.54,19990510,"TheStreet.com",597.088,1684,-94.1
487.267,19990511,"CareerBuilder ",395.904,1685,-50.47
109.683,19990512,"BiznessOnline.com ",92.326,1686,-81.053
2053.1,19990512,"Copper Mountain Networks ",629.97,1687,-97.861
234.142,19990513,"Intelligent Life Corp",234.142,1688,-93.75
1499.74,19990513,"Scient Corporation",919.24,1689,-97.719
381.418,19990514,"Alloy Online ",286.063,1690,-30
1813.93,19990514,"Nextcard ",1170.28,1691,-99.582
2371.11,19990517,"Redback Networks ",648.268,1692,-87.393
10442.16,19990519,"eToys ",2727.84,1693,-99.878
234.747,19990520,"@plan.inc",205.403,1694,-52.211
562.42,19990520,"CAIS Internet ",482.874,1695,-97.7
1038.58,19990520,"TenFold Corp",771.673,1696,-97.913
130.65,19990521,"Fashionmall.com",130.65,1697,-74.391
1557.41,19990524,"Brocade Comm Sys ",653.94,1698,240.691
539.26,19990525,"Juno Online Services ",602.784,1699,-94.16
1856.05,19990525,"Star Media Network ",1068.34,1700,-98.523
147.806,19990526,"Edgar Online ",146.879,1701,-70.248
210.88,19990526,"ZipLink ",238.571,1702,-96.72
321.284,19990526,"Private Business ",291.745,1703,-85.666
1077.25,19990526,"Inet Technologies ",957.55,1704,-49.274
282.339,19990527,"SalesLogix Corp",216.26,1705,4.83
400.4,19990528,"AudioCodes Ltd",328.581,1706,-60.147
1522.13,19990603,"iXL Enterprises ",1021.85,1707,-98.434
203.928,19990604,"Online Resources & Commun",203.058,1708,-78.311
386.883,19990604,"F5 Networks ",249.602,1709,-19.8
723.18,19990604,"Network Access Solutions Corp",719.58,1710,-98.674
1408.21,19990604,"Wit Capital Group ",852.027,1711,-86.42
1415.76,19990604,"High Speed Access Corp",903.09,1712,-94.552
246.827,19990607,"BackWeb Technologies Ltd",150.443,1713,-96.185
606.071,19990608,"drkoop.com ",331.831,1714,-98.844
145.279,19990609,"Litronic ",143.582,1715,-91.91
1640.29,19990610,"Phone.com ",654.07,1716,-73.773
147.397,19990611,"onlinetradinginc.com",104.484,1717,-64.557
60.4809,19990614,"GenesisIntermedia.com ",60.4809,1718,108.24
137.714,19990616,"ESPS ",154.388,1719,-66.206
181.725,19990617,"Streamline.com ",238.172,1720,-97.95
376.161,19990617,"Mail.com ",300.929,1721,-98.659
668.67,19990617,"Viant Corp",438.834,1722,-90.786
326.928,19990618,"Student Advantage ",326.928,1723,-97.375
1331.46,19990618,"Goto.com",892.4,1724,3.017
110.59,19990622,"Netivation.com ",116.044,1725,-98.11
143.795,19990622,"Salon.com",150.985,1726,-99
450.179,19990622,"Ramp Networks ",295.64,1727,-65.672
5479.46,19990622,"Ariba ",1400.31,1728,-88.285
316.217,19990623,"Quepasa.com ",221.518,1729,-99.28
391.554,19990623,"CyberSource ",317.632,1730,-84.709
984.28,19990623,"Software.com ",817.507,1731,669.866
438.98,19990624,"Internet.com Corp",438.984,1732,-86.08
6626.74,19990624,"Juniper Networks",2278.73,1733,-58.685
341.388,19990625,"Persistence Software ",271.924,1734,-96.02
637.86,19990625,"Stamps.com ",512.525,1735,-68.584
1898.81,19990628,"E-Loan ",718.47,1736,-96.985
118.799,19990629,"ShowCase Corp",123.892,1737,-10.549
256.806,19990629,"nFront ",190.226,1738,210.65
816.53,19990629,"Digital Island ",455.144,1739,-71.54
1492.21,19990629,"Network Plus Corp",1143.46,1740,-98.905
53.9754,19990630,"I D Systems ",50.7833,1741,-47.7
317.707,19990701,"Primus Knowledge Solutions ",199.019,1742,-96.584
2118.84,19990701,"Ask Jeeves ",456.787,1743,-98.46
898.77,19990701,"Clarent Corp",528.69,1744,-78.941
1835.39,19990701,"Commerce One ",631.856,1745,-94.885
950.91,19990707,"Interliant ",565.681,1746,-99.64
971.15,19990707,"Musicmaker.com ",567.921,1747,-98.23
882.66,19990709,"Liquid Audio ",362.142,1748,-93.409
361.369,19990713,"CommTouch Software ",262.814,1749,-99.625
1623.75,19990713,"China.com Corp",483.908,1750,-87.84
365.892,19990715,"Ravisent Technologies ",249.047,1751,-92.13
2477.82,19990715,"Efficient Networks ",726.917,1752,-54.279
703.584,19990716,"Audible ",301.536,1753,-97.667
443.499,19990719,"Talk City ",388.75,1754,-99.07
706.42,19990719,"Convergent Communications ",492.852,1755,-99.64
363.379,19990720,"Be ",270.506,1756,-98.26
739.49,19990720,"Art Technology Group ",491.357,1757,-88.68
2464.73,19990720,"Gadzoox Networks ",691.878,1758,-99.759
336.75,19990721,"Hoover's ",214.295,1759,-77.43
248.618,19990721,"Scientific Learning",221.732,1760,-92.64
5653.44,19990721,"MP3.COM ",2500.26,1761,-92.071
490.807,19990722,"Tanning Technology Corp",399.246,1762,-94.05
1417.79,19990722,"Insweb Corp",763.7,1763,-98.447
417.76,19990723,"JFAX Com ",417.76,1764,-55.526
1086.5,19990726,"Chemdex Corp",639.12,1765,-99.075
665.72,19990727,"Quokka Sports ",701.988,1766,-99.928
1121.89,19990727,"Liberate Technologies",880.777,1767,-80.13
1042.63,19990728,"Packeteer ",525.695,1768,-87.119
2851.44,19990728,"Drugstore.com ",1021.41,1769,-94.766
1537.04,19990728,"Focal Communications Corp",1024.7,1770,-99.761
43.9922,19990729,"Perficient ",37.52,1771,-90.93
126.24,19990729,"Continuus Software Corp",128.162,1772,-57.422
353.63,19990729,"N2H2 ",358.817,1773,-97.907
320.322,19990730,"Accrue Software ",262.774,1774,-98.687
299.841,19990730,"Watchguard Technologies ",321.347,1775,-58.845
671.51,19990802,"SplitRock Services ",746.125,1776,352.288
1501.99,19990802,"1-800-Flowers.com ",1734.01,1777,-67.569
240.41,19990803,"Quotesmith.com ",272.911,1778,-91.33
448.926,19990804,"Mission Critical Software ",282.343,1779,35.162
2043.65,19990804,"Homestore.com ",1796.62,1780,-96.508
186.785,19990805,"Cobalt Group ",247.249,1781,-58.14
294.855,19990805,"Internet Gold-Golden Lines Ltd",296.387,1782,-91.87
342.734,19990805,"Tumbleweed Communications Corp",340.944,1783,-90.477
430.89,19990805,"Interactive Pictures Corp",408.207,1784,71.053
4072.15,19990805,"Internet Capital Group",1999.42,1785,-98.199
88.898,19990806,"Datalink Corp",86.7014,1786,-58.894
264.358,19990809,"US Interactive ",248.691,1787,-94.77
184.771,19990810,"Braun Consulting ",183.201,1788,-80.602
278.589,19990810,"Hotjobs Com LTD",292.099,1789,33.652
398.2,19990811,"Mortgage.com ",444.912,1790,-99.13
641.27,19990811,"InterWorld Corp",541.916,1791,-99.437
4662.62,19990811,"Red Hat ",1253.82,1792,-81.023
436.189,19990812,"Active Software ",342.72,1793,269.074
471.477,19990812,"NetScout Systems ",377.182,1794,-73.31
2401.11,19990813,"Quest Software ",715.225,1795,-61.915
720.52,19990817,"SilverStream Software ",365.981,1796,-71.492
1382.85,19990818,"Netro Corporation",470.758,1797,-85.89
1388.16,19990818,"Wink Communications ",622.317,1798,-91.71
146.719,19990819,"HeadHunter.NET ",143.983,1799,-9.399
349.515,19990819,"MyPoints.com ",254.193,1800,-75.972
1058.04,19990819,"Agile Software Corp",557.144,1801,-64.08
1949.78,19990819,"LookSmart Ltd",1351.67,1802,-91.26
249.107,19990820,"Lionbridge Technologies",197.235,1803,-86.218
479.644,19990825,"Bamboo.com ",191.202,1804,-99.18
301.246,19990826,"ImageX com ",151.271,1805,-98.35
630.606,19990913,"Purchasepro.com ",289.601,1806,-99.817
432.195,19990915,"Garden.com ",272.106,1807,-99.02
844.92,19990916,"Luminant  Worldwide Corp",576.516,1808,-99.55
1956.85,19990916,"Vitria Technology ",648.903,1809,-92.699
1564.37,19990921,"E.piphany ",553.881,1810,-87.88
1922,19990921,"Kana Communications ",559.805,1811,-99.51
431.054,19990922,"Interactive Intelligence ",232.905,1812,-88.74
311.454,19990922,"Cybergold ",233.59,1813,-48.07
355.678,19990922,"Yesmail.com ",299.576,1814,153.524
633.061,19990922,"Broadbase Software ",325.242,1815,-85.541
219.454,19990923,"Webstakes.com ",267.161,1816,-96.53
434.034,19990923,"Bluestone Software ",347.228,1817,-9.533
857.29,19990923,"eGain Communications",447.281,1818,-99.3
642.17,19990923,"Ashford.Com ",642.171,1819,-98.077
3842.86,19990923,"Alteon Websystems ",974.3,1820,62.609
4015.1,19990923,"NetZero ",2205.34,1821,-92.943
255.438,19990924,"Interspeed ",167.409,1822,-96.25
832.14,19990924,"Keynote Systems ",427.522,1823,-77.07
271.738,19990927,"FreeShop.com ",240.476,1824,-95
393.455,19990927,"AirGate PCS ",249.487,1825,-97.8
808.57,19990927,"Medscape ",468.4,1826,-76.97
1318.87,19990927,"ITXC Corp",560.227,1827,-91.35
11648.79,19990927,"Foundry Networks ",1863.81,1828,-92.337
341.393,19990928,"NetSolve ",233.585,1829,-62.53
136.411,19990929,"Telemate Net Software ",134.584,1830,-87.947
362.987,19990929,"Radware Ltd",237.592,1831,-74.42
569.74,19990929,"ShopNow.com ",538.76,1832,-99.827
4472.98,19990929,"InterNAP Network Services",1688.43,1833,-99.245
608.916,19990930,"Digital Insight Corp",284.274,1834,-51.145
391.027,19991001,"Daleen Technologies ",295.486,1835,-98.992
289.926,19991001,"Golden Telecom ",327.292,1836,10.588
1241.81,19991001,"Vixel Corp",536.163,1837,-96.978
954.869,19991005,"Breakaway Solutions ",316.406,1838,-98.603
901.04,19991005,"Silicon Image ",404.203,1839,-77.706
536.904,19991006,"SmartDisk(Toshiba,Fischer)",270.428,1840,-99.46
655.33,19991006,"DSL.net ",576.197,1841,-96.25
2473.54,19991006,"Calico Commerce ",618.386,1842,-99.698
1770.99,19991006,"PlanetRx.com ",1089.84,1843,-99.85
237.075,19991007,"TriZetto Group ",237.075,1844,-45.09
1197.25,19991007,"Interwoven ",496.422,1845,-85.11
1117.78,19991007,"Illuminet Holdings ",745.189,1846,40.638
681.535,19991008,"Jupiter Communications ",403.162,1847,-52.82
1143.85,19991008,"E-Stamp Corp",868.875,1848,-99.821
535.09,19991013,"Netcentives ",511.231,1849,-99.364
120.37,19991014,"Jacada Ltd",119.717,1850,-88.991
131.695,19991014,"NetRadio Corp",144.865,1851,-99.333
138.449,19991014,"ReSourcePhoenix com",150.08,1852,-99.153
357.698,19991014,"QuickLogic Corp",236.416,1853,-92.27
364.091,19991014,"Igo Corp",310.746,1854,-98.151
1107.72,19991014,"Women.com Networks",598.766,1855,-97.841
562.859,19991015,"Cysive ",253.473,1856,-88.397
491.31,19991018,"PC-Tel ",355.414,1857,-74.32
2703.89,19991019,"Crossroads Systems ",618.268,1858,-99.392
540.72,19991019,"Zapme Corp",626.096,1859,-98.177
1105.78,19991019,"BSquare Corp",647.16,1860,-95.15
1692,19991020,"Aether Systems ",558.876,1861,-94.72
478.675,19991022,"MCK Communications ",382.94,1862,-95.25
19317.74,19991022,"Sycamore Networks ",3973.34,1863,-95.778
236.48,19991026,"Viador ",191.223,1864,-98.74
193.965,19991026,"ECtel ",193.965,1865,-32.08
1225.95,19991026,"JNI Corp",554.595,1866,-94.26
2750.89,19991026,"InterTrust Technologies Corp",910.55,1867,-88.8
1083.8,19991027,"Predictive Systems ",543.713,1868,-99.303
756.16,19991027,"Data Return Corp",600.311,1869,-89.154
2964.19,19991027,"Triton PCS Holdings ",1442.04,1870,-92.326
90.035,19991028,"Gaiam ",70.5606,1871,56.18
1499.82,19991028,"Allied Riser Communications Co",1494.84,1872,-99.037
37.0322,19991029,"Cavion Technologies ",40.1183,1873,-79.17
17790.46,19991029,"Akamai Technologies ",3185.84,1874,-99.408
1018.83,19991103,"Be Free ",421.585,1875,-87.172
1470.93,19991103,"Tickets.com",955.15,1876,-99.359
196.377,19991104,"Collectors Universe ",196.377,1877,-88.751
3242.45,19991104,"Wireless Facilities ",784.463,1878,-92.396
4686.91,19991104,"Cobalt Networks ",804.745,1879,-65.306
10730.05,19991104,"WebVan Group ",6469.08,1880,-99.757
17735.76,19991108,"KPNQwest",12381.12,1881,-99.167
140.077,19991109,"Data Critical Corp",131.776,1882,-64.988
384.92,19991109,"Netzee ",363.869,1883,-99.679
211.211,19991110,"ASD Systems ",190.28,1884,-97.62
826.74,19991110,"SonicWALL ",444.143,1885,-76.11
1647.07,19991110,"ibasis ",654.735,1886,-98.882
285.796,19991111,"Sage ",157.68,1887,5.195
5839.24,19991111,"Finisar ",1277,1888,-97.418
385.497,19991112,"Immersion Corp",248.307,1889,-94.09
402,19991112,"Netcreations ",261.3,1890,-65.313
428.787,19991112,"Rudolph Technologies ",299.067,1891,-30.245
693.02,19991116,"Virata Corp",365.295,1892,-5.699
