Status,Province,Date,Actors,count
Civilian,Idlib,2014-03,Not identified,2
Non-Civilian,Aleppo,2014-03,Syrian government and affiliated militias,3
Civilian,Lattakia,2014-03,Not identified,1
Non-Civilian,Quneitra,2014-03,Syrian government and affiliated militias,1
Non-Civilian,Damascus Suburbs,2014-03,Not identified,3
Non-Civilian,Sweida,2014-03,,1
Non-Civilian,Hama,2014-03,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Deir Ezzor,2014-03,Not identified,8
Non-Civilian,Deir Ezzor,2014-03,Not identified,1
Civilian,Homs,2014-03,Not identified,1
Non-Civilian,Damascus Suburbs,2014-03,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Idlib,2014-03,Not identified,4
Civilian,Sweida,2014-03,,5
Non-Civilian,Deir Ezzor,2014-03,Syrian government and affiliated militias,2
Civilian,Hasakeh,2014-03,The organization of the Islamic State in Iraq and the Levant - ISIS,8
Non-Civilian,Damascus,2014-03,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Damascus,2014-03,Syrian government and affiliated militias,1
Civilian,Other Nationalities,2014-03,Syrian government and affiliated militias,1
Non-Civilian,Idlib,2014-03,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Other Nationalities,2014-03,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Daraa,2014-03,Not identified,3
Civilian,Hama,2014-03,Not identified,1
Civilian,Damascus Suburbs,2014-03,Not identified,1
Civilian,Aleppo,2014-02,,932
Non-Civilian,Daraa,2014-02,,65
Civilian,Idlib,2014-02,,117
Civilian,Homs,2014-02,,114
Non-Civilian,Aleppo,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,86
Non-Civilian,Aleppo,2014-02,,154
Civilian,Aleppo,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,103
Civilian,Deir Ezzor,2014-02,,29
Non-Civilian,Homs,2014-02,,113
Non-Civilian,Deir Ezzor,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,35
Civilian,Damascus Suburbs,2014-02,,277
Non-Civilian,Damascus Suburbs,2014-02,,134
Civilian,Damascus Suburbs,2014-02,Not identified,2
Non-Civilian,Quneitra,2014-02,,19
Non-Civilian,Idlib,2014-02,,81
Civilian,Damascus,2014-02,,95
Civilian,Hama,2014-02,,162
Non-Civilian,Other Nationalities,2014-02,,15
Non-Civilian,Hama,2014-02,,62
Civilian,Daraa,2014-02,,266
Civilian,Hasakeh,2014-02,,52
Civilian,Quneitra,2014-02,,47
Non-Civilian,Damascus,2014-02,,18
Civilian,Other Nationalities,2014-02,,1
Civilian,Aleppo,2014-02,Not identified,33
Non-Civilian,Other Nationalities,2014-02,Armed opposition groups,1
Non-Civilian,Deir Ezzor,2014-02,,34
Non-Civilian,Idlib,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,22
Non-Civilian,Hama,2014-02,Syrian government and affiliated militias,2
Non-Civilian,Aleppo,2014-02,Not identified,2
Non-Civilian,Hasakeh,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Homs,2014-02,Syrian government and affiliated militias,1
Non-Civilian,Idlib,2014-02,Syrian government and affiliated militias,3
Civilian,Idlib,2014-02,Not identified,11
Civilian,Deir Ezzor,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,6
Non-Civilian,Damascus Suburbs,2014-02,Not identified,1
Non-Civilian,Damascus,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Tartous,2014-02,,2
Non-Civilian,Aleppo,2014-02,Armed opposition groups,2
Non-Civilian,Lattakia,2014-02,,8
Civilian,Lattakia,2014-02,,6
Civilian,Raqqa,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Quneitra,2014-02,Syrian government and affiliated militias,1
Non-Civilian,Homs,2014-02,Armed opposition groups,1
Civilian,Raqqa,2014-02,Not identified,1
Non-Civilian,Raqqa,2014-02,Armed opposition groups,1
Non-Civilian,Raqqa,2014-02,Al-Nusra Front,4
Civilian,Homs,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Homs,2014-02,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Sweida,2014-02,,1
Non-Civilian,Deir Ezzor,2014-02,Not identified,2
Civilian,Hama,2014-02,Syrian government and affiliated militias,1
Civilian,Homs,2014-02,Syrian government and affiliated militias,2
Civilian,Daraa,2014-02,Not identified,2
Non-Civilian,Raqqa,2014-02,,1
Civilian,Damascus Suburbs,2014-02,Syrian government and affiliated militias,1
Civilian,Aleppo,2014-01,,694
Civilian,Idlib,2014-01,,68
Non-Civilian,Hama,2014-01,,38
Non-Civilian,Damascus Suburbs,2014-01,,164
Civilian,Damascus,2014-01,,135
Civilian,Damascus Suburbs,2014-01,,294
Civilian,Lattakia,2014-01,,7
Civilian,Hama,2014-01,,92
Non-Civilian,Deir Ezzor,2014-01,,30
Civilian,Homs,2014-01,,169
Civilian,Daraa,2014-01,,163
Non-Civilian,Daraa,2014-01,,108
Non-Civilian,Homs,2014-01,,110
Non-Civilian,Idlib,2014-01,,41
Non-Civilian,Lattakia,2014-01,,5
Non-Civilian,Aleppo,2014-01,,84
Non-Civilian,Aleppo,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,267
Civilian,Aleppo,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,189
Civilian,Raqqa,2014-01,,4
Civilian,Idlib,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,36
Non-Civilian,Idlib,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,60
Civilian,Deir Ezzor,2014-01,,26
Civilian,Aleppo,2014-01,Not identified,58
Civilian,Hasakeh,2014-01,,17
Non-Civilian,Quneitra,2014-01,,16
Civilian,Quneitra,2014-01,,25
Civilian,Deir Ezzor,2014-01,Not identified,1
Non-Civilian,Daraa,2014-01,Armed opposition groups,1
Non-Civilian,Damascus,2014-01,,52
Non-Civilian,Homs,2014-01,Syrian government and affiliated militias,3
Non-Civilian,Tartous,2014-01,,1
Non-Civilian,Hama,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Other Nationalities,2014-01,,12
Civilian,Raqqa,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Raqqa,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,31
Civilian,Sweida,2014-01,,3
Non-Civilian,Other Nationalities,2014-01,Armed opposition groups,7
Civilian,Tartous,2014-01,,5
Civilian,Idlib,2014-01,Not identified,8
Non-Civilian,Daraa,2014-01,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2014-01,Syrian government and affiliated militias,5
Non-Civilian,Aleppo,2014-01,Not identified,3
Civilian,Homs,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Hasakeh,2014-01,,6
Non-Civilian,Quneitra,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Non-Civilian,Deir Ezzor,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Other Nationalities,2014-01,,4
Civilian,Damascus Suburbs,2014-01,Not identified,1
Non-Civilian,Damascus,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,10
Civilian,Damascus,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,4
Civilian,Quneitra,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,3
Non-Civilian,Other Nationalities,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Daraa,2014-01,Not identified,1
Non-Civilian,Sweida,2014-01,,1
Civilian,Raqqa,2014-01,Not identified,4
Non-Civilian,Tartous,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Damascus Suburbs,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Homs,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,9
Non-Civilian,Quneitra,2014-01,Not identified,1
Non-Civilian,Raqqa,2014-01,Al-Nusra Front,1
Non-Civilian,Daraa,2014-01,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Raqqa,2014-01,,4
Non-Civilian,Aleppo,2014-01,Armed opposition groups,6
Non-Civilian,Raqqa,2014-01,Armed opposition groups,1
Non-Civilian,Idlib,2014-01,Armed opposition groups,4
Civilian,Aleppo,2014-01,Syrian government and affiliated militias,1
Civilian,Homs,2013-12,,168
Civilian,Damascus,2013-12,,99
Civilian,Deir Ezzor,2013-12,,44
Civilian,Damascus Suburbs,2013-12,,615
Non-Civilian,Daraa,2013-12,,117
Non-Civilian,Damascus Suburbs,2013-12,,283
Non-Civilian,Aleppo,2013-12,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Quneitra,2013-12,,12
Civilian,Quneitra,2013-12,,26
Non-Civilian,Deir Ezzor,2013-12,,81
Non-Civilian,Aleppo,2013-12,,102
Civilian,Aleppo,2013-12,,1003
Non-Civilian,Idlib,2013-12,,48
Civilian,Hama,2013-12,,74
Civilian,Daraa,2013-12,,153
Non-Civilian,Damascus,2013-12,,14
Non-Civilian,Hama,2013-12,,13
Non-Civilian,Homs,2013-12,,52
Civilian,Damascus,2013-12,Syrian government and affiliated militias,1
Civilian,Sweida,2013-12,,1
Civilian,Homs,2013-12,Syrian government and affiliated militias,2
Civilian,Raqqa,2013-12,,25
Non-Civilian,Raqqa,2013-12,,9
Civilian,Aleppo,2013-12,Not identified,8
Civilian,Hasakeh,2013-12,,4
Civilian,Damascus Suburbs,2013-12,Syrian government and affiliated militias,2
Civilian,Idlib,2013-12,,86
Non-Civilian,Homs,2013-12,Syrian government and affiliated militias,2
Non-Civilian,Homs,2013-12,The organization of the Islamic State in Iraq and the Levant - ISIS,15
Non-Civilian,Damascus Suburbs,2013-12,Syrian government and affiliated militias,2
Non-Civilian,Other Nationalities,2013-12,,35
Civilian,Tartous,2013-12,,2
Civilian,Lattakia,2013-12,,18
Civilian,Lattakia,2013-12,Syrian government and affiliated militias,1
Non-Civilian,Lattakia,2013-12,,3
Non-Civilian,Sweida,2013-12,,1
Civilian,Other Nationalities,2013-12,,2
Non-Civilian,Deir Ezzor,2013-12,Not identified,1
Non-Civilian,Aleppo,2013-12,Not identified,2
Non-Civilian,Other Nationalities,2013-12,Al-Nusra Front,1
Non-Civilian,Damascus,2013-12,Not identified,1
Non-Civilian,Daraa,2013-12,Al-Nusra Front,1
Civilian,Daraa,2013-12,Not identified,1
Civilian,Damascus,2013-12,Not identified,1
Civilian,Deir Ezzor,2013-12,Not identified,1
Civilian,Damascus Suburbs,2013-11,,340
Non-Civilian,Damascus,2013-11,,37
Non-Civilian,Damascus Suburbs,2013-11,,269
Civilian,Aleppo,2013-11,,381
Non-Civilian,Aleppo,2013-11,,236
Civilian,Hama,2013-11,,90
Civilian,Deir Ezzor,2013-11,,41
Civilian,Quneitra,2013-11,,24
Civilian,Idlib,2013-11,,74
Non-Civilian,Quneitra,2013-11,,33
Non-Civilian,Hama,2013-11,,49
Non-Civilian,Idlib,2013-11,,85
Civilian,Homs,2013-11,,168
Non-Civilian,Homs,2013-11,,107
Civilian,Daraa,2013-11,,129
Non-Civilian,Daraa,2013-11,,69
Non-Civilian,Other Nationalities,2013-11,,23
Non-Civilian,Deir Ezzor,2013-11,,29
Civilian,Idlib,2013-11,Syrian government and affiliated militias,6
Civilian,Lattakia,2013-11,,6
Non-Civilian,Hasakeh,2013-11,,6
Civilian,Aleppo,2013-11,Not identified,8
Non-Civilian,Idlib,2013-11,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Damascus,2013-11,,107
Civilian,Damascus Suburbs,2013-11,Al-Nusra Front,1
Civilian,Raqqa,2013-11,,20
Civilian,Aleppo,2013-11,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Hama,2013-11,Syrian government and affiliated militias,2
Non-Civilian,Homs,2013-11,Syrian government and affiliated militias,5
Civilian,Hasakeh,2013-11,Self administration forces,5
Non-Civilian,Damascus Suburbs,2013-11,Syrian government and affiliated militias,7
Non-Civilian,Idlib,2013-11,Syrian government and affiliated militias,5
Civilian,Aleppo,2013-11,Syrian government and affiliated militias,38
Civilian,Damascus Suburbs,2013-11,Syrian government and affiliated militias,12
Civilian,Deir Ezzor,2013-11,Armed opposition groups,1
Civilian,Hasakeh,2013-11,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Non-Civilian,Daraa,2013-11,Syrian government and affiliated militias,2
Civilian,Daraa,2013-11,Syrian government and affiliated militias,6
Non-Civilian,Quneitra,2013-11,Syrian government and affiliated militias,1
Civilian,Homs,2013-11,Syrian government and affiliated militias,1
Non-Civilian,Raqqa,2013-11,,6
Civilian,Damascus,2013-11,Syrian government and affiliated militias,2
Civilian,Other Nationalities,2013-11,,4
Non-Civilian,Damascus,2013-11,Syrian government and affiliated militias,1
Non-Civilian,Lattakia,2013-11,,2
Non-Civilian,Sweida,2013-11,,1
Civilian,Sweida,2013-11,,3
Non-Civilian,Aleppo,2013-11,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Hama,2013-11,Not identified,1
Civilian,Damascus,2013-11,Armed opposition groups,1
Civilian,Damascus,2013-11,Not identified,2
Civilian,Hama,2013-11,Syrian government and affiliated militias,1
Non-Civilian,Damascus,2013-11,Not identified,1
Non-Civilian,Aleppo,2013-11,Armed opposition groups,1
Non-Civilian,Idlib,2013-11,Al-Nusra Front,2
Civilian,Damascus,2013-10,,133
Non-Civilian,Idlib,2013-10,,94
Civilian,Aleppo,2013-10,,324
Non-Civilian,Damascus Suburbs,2013-10,,226
Non-Civilian,Damascus,2013-10,,43
Civilian,Damascus Suburbs,2013-10,,413
Non-Civilian,Homs,2013-10,,106
Civilian,Homs,2013-10,,172
Non-Civilian,Deir Ezzor,2013-10,,109
Civilian,Daraa,2013-10,,201
Non-Civilian,Aleppo,2013-10,,163
Non-Civilian,Other Nationalities,2013-10,,28
Civilian,Idlib,2013-10,,140
Non-Civilian,Daraa,2013-10,,138
Civilian,Raqqa,2013-10,,19
Civilian,Deir Ezzor,2013-10,,88
Non-Civilian,Hama,2013-10,,39
Civilian,Hama,2013-10,,122
Non-Civilian,Hasakeh,2013-10,,2
Civilian,Hama,2013-10,Syrian government and affiliated militias,1
Civilian,Homs,2013-10,Syrian government and affiliated militias,1
Civilian,Aleppo,2013-10,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Civilian,Lattakia,2013-10,,11
Civilian,Hasakeh,2013-10,,20
Civilian,Quneitra,2013-10,,22
Non-Civilian,Quneitra,2013-10,,27
Civilian,Aleppo,2013-10,Not identified,1
Non-Civilian,Raqqa,2013-10,,7
Civilian,Sweida,2013-10,,1
Civilian,Deir Ezzor,2013-10,Not identified,2
Non-Civilian,Other Nationalities,2013-10,Al-Nusra Front,1
Non-Civilian,Aleppo,2013-10,Armed opposition groups,1
Non-Civilian,Homs,2013-10,Syrian government and affiliated militias,2
Non-Civilian,Deir Ezzor,2013-10,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2013-10,The organization of the Islamic State in Iraq and the Levant - ISIS,5
Non-Civilian,Tartous,2013-10,,1
Civilian,Damascus Suburbs,2013-10,Syrian government and affiliated militias,2
Civilian,Tartous,2013-10,,14
Non-Civilian,Lattakia,2013-10,,1
Civilian,Damascus Suburbs,2013-09,,324
Non-Civilian,Daraa,2013-09,,186
Civilian,Daraa,2013-09,,131
Non-Civilian,Homs,2013-09,,99
Civilian,Hama,2013-09,,132
Non-Civilian,Damascus Suburbs,2013-09,,341
Civilian,Daraa,2013-09,Syrian government and affiliated militias,11
Non-Civilian,Aleppo,2013-09,,141
Non-Civilian,Hama,2013-09,,77
Civilian,Aleppo,2013-09,,248
Non-Civilian,Idlib,2013-09,,146
Civilian,Idlib,2013-09,,181
Non-Civilian,Raqqa,2013-09,,29
Civilian,Deir Ezzor,2013-09,,59
Civilian,Damascus,2013-09,,98
Civilian,Homs,2013-09,,99
Civilian,Raqqa,2013-09,,43
Non-Civilian,Deir Ezzor,2013-09,,66
Non-Civilian,Aleppo,2013-09,The organization of the Islamic State in Iraq and the Levant - ISIS,2
Non-Civilian,Damascus,2013-09,,35
Civilian,Hama,2013-09,Syrian government and affiliated militias,5
Civilian,Quneitra,2013-09,,26
Non-Civilian,Other Nationalities,2013-09,,29
Civilian,Hasakeh,2013-09,,13
Non-Civilian,Quneitra,2013-09,,19
Non-Civilian,Hama,2013-09,Syrian government and affiliated militias,5
Civilian,Lattakia,2013-09,,10
Civilian,Damascus Suburbs,2013-09,Syrian government and affiliated militias,20
Non-Civilian,Hasakeh,2013-09,,18
Civilian,Sweida,2013-09,,6
Civilian,Aleppo,2013-09,Not identified,2
Civilian,Raqqa,2013-09,Not identified,1
Civilian,Other Nationalities,2013-09,,1
Non-Civilian,Idlib,2013-09,Syrian government and affiliated militias,8
Civilian,Homs,2013-09,Syrian government and affiliated militias,6
Non-Civilian,Homs,2013-09,Syrian government and affiliated militias,8
Non-Civilian,Deir Ezzor,2013-09,Syrian government and affiliated militias,4
Civilian,Idlib,2013-09,Syrian government and affiliated militias,6
Non-Civilian,Damascus Suburbs,2013-09,Syrian government and affiliated militias,12
Civilian,Homs,2013-09,Not identified,1
Civilian,Aleppo,2013-09,Syrian government and affiliated militias,2
Non-Civilian,Daraa,2013-09,Syrian government and affiliated militias,9
Civilian,Raqqa,2013-09,Syrian government and affiliated militias,3
Non-Civilian,Aleppo,2013-09,Syrian government and affiliated militias,1
Civilian,Tartous,2013-09,,1
Civilian,Aleppo,2013-08,,312
Non-Civilian,Aleppo,2013-08,,137
Civilian,Idlib,2013-08,,317
Non-Civilian,Idlib,2013-08,,119
Non-Civilian,Damascus Suburbs,2013-08,,202
Civilian,Hasakeh,2013-08,,13
Non-Civilian,Hama,2013-08,,52
Non-Civilian,Aleppo,2013-08,Syrian government and affiliated militias,19
Civilian,Damascus Suburbs,2013-08,Syrian government and affiliated militias,129
Civilian,Daraa,2013-08,Syrian government and affiliated militias,56
Non-Civilian,Damascus Suburbs,2013-08,Syrian government and affiliated militias,96
Civilian,Damascus Suburbs,2013-08,,1062
Civilian,Deir Ezzor,2013-08,Syrian government and affiliated militias,7
Non-Civilian,Homs,2013-08,Syrian government and affiliated militias,24
Civilian,Idlib,2013-08,Syrian government and affiliated militias,69
Civilian,Homs,2013-08,Syrian government and affiliated militias,47
Civilian,Daraa,2013-08,,97
Non-Civilian,Homs,2013-08,,61
Non-Civilian,Deir Ezzor,2013-08,,120
Civilian,Hama,2013-08,,85
Non-Civilian,Daraa,2013-08,Syrian government and affiliated militias,68
Non-Civilian,Daraa,2013-08,,65
Non-Civilian,Damascus,2013-08,,61
Civilian,Aleppo,2013-08,Syrian government and affiliated militias,102
Non-Civilian,Idlib,2013-08,Syrian government and affiliated militias,31
Civilian,Deir Ezzor,2013-08,,57
Civilian,Hama,2013-08,Syrian government and affiliated militias,11
Civilian,Homs,2013-08,,112
Non-Civilian,Other Nationalities,2013-08,,37
Civilian,Raqqa,2013-08,,36
Civilian,Damascus,2013-08,,153
Non-Civilian,Hama,2013-08,Syrian government and affiliated militias,9
Non-Civilian,Deir Ezzor,2013-08,Syrian government and affiliated militias,29
Civilian,Raqqa,2013-08,Syrian government and affiliated militias,1
Non-Civilian,Raqqa,2013-08,,6
Civilian,Tartous,2013-08,,2
Non-Civilian,Other Nationalities,2013-08,Syrian government and affiliated militias,1
Non-Civilian,Hasakeh,2013-08,,10
Civilian,Hasakeh,2013-08,Not identified,1
Non-Civilian,Lattakia,2013-08,,38
Civilian,Quneitra,2013-08,,10
Non-Civilian,Idlib,2013-08,Not identified,1
Civilian,Lattakia,2013-08,,6
Civilian,Damascus,2013-08,Syrian government and affiliated militias,14
Non-Civilian,Damascus,2013-08,Syrian government and affiliated militias,13
Non-Civilian,Quneitra,2013-08,,13
Civilian,Daraa,2013-08,Not identified,1
Civilian,Lattakia,2013-08,Syrian government and affiliated militias,3
Non-Civilian,Lattakia,2013-08,Syrian government and affiliated militias,2
Civilian,Other Nationalities,2013-08,,3
Non-Civilian,Raqqa,2013-08,Syrian government and affiliated militias,1
Non-Civilian,Tartous,2013-08,,1
Non-Civilian,Homs,2013-08,Armed opposition groups,1
Civilian,Homs,2013-07,,171
Non-Civilian,Homs,2013-07,,57
Civilian,Damascus,2013-07,,118
Non-Civilian,Damascus Suburbs,2013-07,,190
Non-Civilian,Damascus,2013-07,,78
Civilian,Aleppo,2013-07,,313
Civilian,Damascus Suburbs,2013-07,,274
Civilian,Daraa,2013-07,,174
Civilian,Hama,2013-07,,73
Civilian,Idlib,2013-07,,206
Non-Civilian,Idlib,2013-07,,82
Non-Civilian,Quneitra,2013-07,,21
Non-Civilian,Other Nationalities,2013-07,,28
Non-Civilian,Daraa,2013-07,,60
Non-Civilian,Aleppo,2013-07,,188
Civilian,Deir Ezzor,2013-07,,48
Non-Civilian,Deir Ezzor,2013-07,,43
Non-Civilian,Homs,2013-07,Syrian government and affiliated militias,20
Non-Civilian,Hama,2013-07,,38
Civilian,Damascus Suburbs,2013-07,Not identified,1
Civilian,Raqqa,2013-07,,25
Civilian,Quneitra,2013-07,,18
Civilian,Tartous,2013-07,,16
Civilian,Hasakeh,2013-07,,24
Civilian,Lattakia,2013-07,,8
Non-Civilian,Lattakia,2013-07,,3
Non-Civilian,Raqqa,2013-07,,20
Civilian,Aleppo,2013-07,Not identified,1
Civilian,Homs,2013-07,Syrian government and affiliated militias,41
Civilian,Daraa,2013-07,Syrian government and affiliated militias,35
Civilian,Aleppo,2013-07,Syrian government and affiliated militias,31
Civilian,Idlib,2013-07,Syrian government and affiliated militias,53
Non-Civilian,Damascus Suburbs,2013-07,Syrian government and affiliated militias,99
Civilian,Hama,2013-07,Syrian government and affiliated militias,23
Non-Civilian,Deir Ezzor,2013-07,Syrian government and affiliated militias,10
Non-Civilian,Hama,2013-07,Syrian government and affiliated militias,15
Non-Civilian,Damascus,2013-07,Syrian government and affiliated militias,41
Civilian,Sweida,2013-07,,1
Civilian,Damascus Suburbs,2013-07,Syrian government and affiliated militias,112
Civilian,Damascus,2013-07,Syrian government and affiliated militias,42
Non-Civilian,Daraa,2013-07,Syrian government and affiliated militias,42
Non-Civilian,Aleppo,2013-07,Syrian government and affiliated militias,29
Non-Civilian,Idlib,2013-07,Syrian government and affiliated militias,26
Civilian,Raqqa,2013-07,Syrian government and affiliated militias,3
Non-Civilian,Tartous,2013-07,,3
Civilian,Hasakeh,2013-07,Syrian government and affiliated militias,2
Non-Civilian,Hasakeh,2013-07,,18
Non-Civilian,Quneitra,2013-07,Syrian government and affiliated militias,1
Non-Civilian,Hasakeh,2013-07,Syrian government and affiliated militias,2
Civilian,Quneitra,2013-07,Syrian government and affiliated militias,3
Non-Civilian,Lattakia,2013-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Other Nationalities,2013-07,,2
Non-Civilian,Idlib,2013-07,The organization of the Islamic State in Iraq and the Levant - ISIS,1
Civilian,Deir Ezzor,2013-07,Syrian government and affiliated militias,2
Civilian,Idlib,2013-07,Not identified,1
Non-Civilian,Damascus Suburbs,2013-06,,271
Non-Civilian,Damascus,2013-06,,53
Non-Civilian,Hama,2013-06,,64
Civilian,Damascus Suburbs,2013-06,,378
Non-Civilian,Daraa,2013-06,,80
Civilian,Idlib,2013-06,,126
Non-Civilian,Idlib,2013-06,,98
Non-Civilian,Deir Ezzor,2013-06,,96
Civilian,Homs,2013-06,,180
Non-Civilian,Aleppo,2013-06,,198
Non-Civilian,Raqqa,2013-06,,35
Non-Civilian,Homs,2013-06,,167
Civilian,Daraa,2013-06,,145
Civilian,Aleppo,2013-06,,524
Non-Civilian,Lattakia,2013-06,,3
Civilian,Raqqa,2013-06,,40
Non-Civilian,Other Nationalities,2013-06,,24
Civilian,Damascus,2013-06,,144
Civilian,Hama,2013-06,,93
Civilian,Deir Ezzor,2013-06,,61
Civilian,Sweida,2013-06,,4
Civilian,Hasakeh,2013-06,,48
Civilian,Aleppo,2013-06,Syrian government and affiliated militias,23
Civilian,Hama,2013-06,Syrian government and affiliated militias,1
Civilian,Homs,2013-06,Syrian government and affiliated militias,4
Civilian,Lattakia,2013-06,,5
Non-Civilian,Quneitra,2013-06,,17
Non-Civilian,Hasakeh,2013-06,,14
Civilian,Quneitra,2013-06,,16
Civilian,Tartous,2013-06,,3
Non-Civilian,Idlib,2013-06,Syrian government and affiliated militias,1
Civilian,Aleppo,2013-06,Armed opposition groups,1
Non-Civilian,Tartous,2013-06,,1
Civilian,Hama,2013-06,Not identified,1
Civilian,Idlib,2013-06,Not identified,1
Civilian,Other Nationalities,2013-06,,1
Civilian,Hasakeh,2013-06,Syrian government and affiliated militias,1
Non-Civilian,Deir Ezzor,2013-06,Syrian government and affiliated militias,1
Non-Civilian,Aleppo,2013-06,Syrian government and affiliated militias,2
Non-Civilian,Homs,2013-06,Syrian government and affiliated militias,3
Civilian,Damascus Suburbs,2013-05,,415
Non-Civilian,Damascus Suburbs,2013-05,,375
Non-Civilian,Homs,2013-05,,270
Non-Civilian,Daraa,2013-05,,153
Civilian,Damascus,2013-05,,122
Civilian,Homs,2013-05,,335
Non-Civilian,Damascus,2013-05,,47
Non-Civilian,Other Nationalities,2013-05,,20
Civilian,Daraa,2013-05,,110
Non-Civilian,Idlib,2013-05,,121
Non-Civilian,Hama,2013-05,,108
Civilian,Hama,2013-05,,159
Non-Civilian,Hama,2013-05,Syrian government and affiliated militias,8
Civilian,Idlib,2013-05,,135
Civilian,Raqqa,2013-05,,62
Civilian,Aleppo,2013-05,,327
Non-Civilian,Aleppo,2013-05,,238
Civilian,Deir Ezzor,2013-05,,92
Non-Civilian,Lattakia,2013-05,,16
Non-Civilian,Quneitra,2013-05,,15
Civilian,Quneitra,2013-05,,14
Non-Civilian,Hasakeh,2013-05,,3
Non-Civilian,Deir Ezzor,2013-05,,54
Non-Civilian,Raqqa,2013-05,,11
Civilian,Other Nationalities,2013-05,,4
Civilian,Hasakeh,2013-05,,16
Civilian,Lattakia,2013-05,,19
Civilian,Homs,2013-05,Syrian government and affiliated militias,2
Civilian,Tartous,2013-05,,203
Non-Civilian,Tartous,2013-05,,1
Non-Civilian,Homs,2013-05,Syrian government and affiliated militias,7
Non-Civilian,Aleppo,2013-05,Syrian government and affiliated militias,1
Non-Civilian,Sweida,2013-05,,1
Civilian,Hama,2013-05,Syrian government and affiliated militias,2
Civilian,Daraa,2013-05,Syrian government and affiliated militias,1
Civilian,Damascus Suburbs,2013-05,Syrian government and affiliated militias,2
Non-Civilian,Idlib,2013-05,Not identified,1
Civilian,Hasakeh,2013-04,,31
Civilian,Quneitra,2013-04,,24
Civilian,Damascus Suburbs,2013-04,,688
Civilian,Damascus,2013-04,,228
Civilian,Idlib,2013-04,,236
Non-Civilian,Hama,2013-04,,101
Civilian,Homs,2013-04,,240
Non-Civilian,Damascus Suburbs,2013-04,,269
Non-Civilian,Damascus,2013-04,,63
Non-Civilian,Idlib,2013-04,,147
Non-Civilian,Daraa,2013-04,,113
Civilian,Daraa,2013-04,,206
Civilian,Hama,2013-04,,142
Non-Civilian,Deir Ezzor,2013-04,,74
Non-Civilian,Aleppo,2013-04,,258
Civilian,Deir Ezzor,2013-04,,97
Non-Civilian,Homs,2013-04,,256
Non-Civilian,Deir Ezzor,2013-04,Syrian government and affiliated militias,2
Civilian,Aleppo,2013-04,,435
Non-Civilian,Other Nationalities,2013-04,,65
Non-Civilian,Quneitra,2013-04,,10
Civilian,Raqqa,2013-04,,28
Civilian,Lattakia,2013-04,Syrian government and affiliated militias,1
Civilian,Lattakia,2013-04,,13
