"","choice","college","hsg2","coml5","type1","type2","type3","type4","type5","type6","fuel1","fuel2","fuel3","fuel4","fuel5","fuel6","price1","price2","price3","price4","price5","price6","range1","range2","range3","range4","range5","range6","acc1","acc2","acc3","acc4","acc5","acc6","speed1","speed2","speed3","speed4","speed5","speed6","pollution1","pollution2","pollution3","pollution4","pollution5","pollution6","size1","size2","size3","size4","size5","size6","space1","space2","space3","space4","space5","space6","cost1","cost2","cost3","cost4","cost5","cost6","station1","station2","station3","station4","station5","station6"
"3303","choice5",1,1,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,2.5,2.5,4,4,6,6,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.1,0.1,0.3,0.3
"3304","choice5",1,0,0,"sportcar","regcar","sportcar","truck","sportcar","sportuv","cng","cng","electric","electric","gasoline","gasoline",3.7871011,3.7871011,4.0395745,4.0395745,2.7772075,2.7772075,250,250,400,400,250,250,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.1,0.1,0.3,0.3,1,1
"3305","choice3",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.2920479,4.2920479,3.2821543,3.2821543,3.7871011,3.7871011,200,200,300,300,350,350,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
"3306","choice3",1,0,1,"sportuv","truck","sportuv","sportcar","sportuv","regcar","methanol","methanol","cng","cng","gasoline","gasoline",4.963018,4.963018,4.963018,4.963018,3.4741126,3.4741126,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,0.7,0.7,1,1,1,1,4,4,8,8,0,0,0.7,0.7,1,1
"3307","choice5",1,1,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.5611457,3.5611457,3.7985554,3.7985554,2.6115068,2.6115068,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"3308","choice5",1,0,0,"truck","stwagon","truck","regcar","truck","van","methanol","methanol","electric","electric","gasoline","gasoline",2.569443,2.569443,3.2118037,3.2118037,1.9270822,1.9270822,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,2,2,4,4,0,0,0.7,0.7,1,1
"3309","choice5",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,4,4,6,6,0,0,0.3,0.3,1,1
"3310","choice2",1,0,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",6.3459814,6.3459814,4.690508,4.690508,5.2423324,5.2423324,300,300,250,250,300,300,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
"3311","choice1",1,0,0,"sportuv","regcar","sportuv","truck","sportuv","sportcar","cng","cng","electric","electric","gasoline","gasoline",6.3459814,6.3459814,4.690508,4.690508,5.2423324,5.2423324,300,300,250,250,300,300,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
"3312","choice3",0,1,1,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",4.3455777,4.3455777,4.8568222,4.8568222,5.879311,5.879311,75,75,250,250,250,250,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,0.7,0.7,0.7,0.7,1,1,1,1,4,4,8,8,0,0,0.3,0.3,1,1
"3313","choice2",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",2.6115068,2.6115068,3.0863263,3.0863263,3.5611457,3.5611457,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
"3314","choice5",0,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,0.7,0.7,1,1,4,4,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"3315","choice5",0,0,1,"sportcar","truck","sportcar","sportuv","sportcar","regcar","methanol","methanol","cng","cng","gasoline","gasoline",4.9893873,4.9893873,5.5881138,5.5881138,6.9851422,6.9851422,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,2,2,0,0,1,1,1,1,1,1,1,1,8,8,6,6,2,2,0,0,0.3,0.3,1,1
"3316","choice3",1,0,0,"van","truck","van","regcar","van","stwagon","methanol","methanol","electric","electric","gasoline","gasoline",5.2423324,5.2423324,6.3459814,6.3459814,4.690508,4.690508,125,125,250,250,300,300,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,1,1
"3317","choice4",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",7.0659681,7.0659681,7.3871485,7.3871485,6.102427,6.102427,75,75,250,250,250,250,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.25,0.25,1,1,1,1,2,2,3,3,1,1,0.7,0.7,1,1,1,1,2,2,6,6,0,0,0.1,0.1,1,1
"3318","choice1",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.3544749,3.3544749,3.5781065,3.5781065,2.9072116,2.9072116,125,125,300,300,300,300,2.5,2.5,4,4,6,6,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,0.7,0.7,1,1,1,1,8,8,8,8,4,4,0,0,0.1,0.1,1,1
"3319","choice3",0,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.9704144,3.9704144,4.4667162,4.4667162,4.963018,4.963018,200,200,75,75,300,300,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,1,1,0.7,0.7,1,1,4,4,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"3320","choice2",1,1,0,"stwagon","regcar","stwagon","truck","stwagon","van","methanol","methanol","cng","cng","electric","electric",7.8271081,7.8271081,5.5907915,5.5907915,6.2616864,6.2616864,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,8,8,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"3321","choice5",1,0,1,"truck","stwagon","truck","regcar","truck","van","methanol","methanol","electric","electric","gasoline","gasoline",1.7673139,1.7673139,2.2722607,2.2722607,2.5247341,2.5247341,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,4,4,4,4,6,6,0,0,0.3,0.3,1,1
"3322","choice3",1,0,0,"van","truck","van","regcar","van","stwagon","methanol","methanol","electric","electric","gasoline","gasoline",6.0700691,6.0700691,4.690508,4.690508,5.2423324,5.2423324,200,200,300,300,350,350,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,0,0,0.3,0.3,1,1
"3323","choice3",0,1,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.5346277,3.5346277,3.7871011,3.7871011,4.0395745,4.0395745,200,200,75,75,300,300,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,6,6,8,8,0,0,0.1,0.1,0.3,0.3
"3324","choice4",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,125,125,300,300,250,250,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,0.7,0.7,1,1,8,8,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"3325","choice5",0,1,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.4965252,4.4965252,5.1388859,5.1388859,3.5329841,3.5329841,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,0.7,0.7,1,1,1,1,1,1,4,4,6,6,0,0,0.3,0.3,1,1
"3326","choice3",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",2.0449777,2.0449777,2.3006,2.3006,1.5337333,1.5337333,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,2,2,0,0,1,1,1,1,0.7,0.7,1,1,4,4,4,4,8,8,0,0,0.7,0.7,1,1
"3327","choice5",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",5.9556216,5.9556216,7.444527,7.444527,7.9408288,7.9408288,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,2,2,3,3,3,3,1,1,1,1,1,1,2,2,2,2,4,4,0,0,0.1,0.1,1,1
"3328","choice5",0,0,1,"truck","regcar","truck","van","truck","stwagon","methanol","methanol","cng","cng","electric","electric",0.59872647,0.59872647,0.69851422,0.69851422,0.89808971,0.89808971,200,200,75,75,300,300,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,3,3,3,3,2,2,1,1,1,1,1,1,4,4,4,4,6,6,0,0,0.7,0.7,0.1,0.1
"3329","choice3",1,0,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.3109468,3.3109468,3.586859,3.586859,4.4145957,4.4145957,75,75,250,250,250,250,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,1,1,1,1,8,8,8,8,4,4,0,0,0.1,0.1,1,1
"3330","choice2",1,0,0,"truck","regcar","truck","van","truck","stwagon","cng","cng","electric","electric","gasoline","gasoline",2.2333581,2.2333581,2.481509,2.481509,1.4889054,1.4889054,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,1,1,2,2,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
"3331","choice3",1,0,0,"sportuv","sportcar","sportuv","regcar","sportuv","truck","methanol","methanol","electric","electric","gasoline","gasoline",3.8627713,3.8627713,4.4145957,4.4145957,3.0350346,3.0350346,125,125,250,250,300,300,6,6,2.5,2.5,4,4,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,8,8,2,2,4,4,0,0,0.1,0.1,1,1
"3332","choice3",1,1,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.1386835,4.1386835,3.0350346,3.0350346,3.586859,3.586859,200,200,300,300,350,350,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,3,3,2,2,3,3,1,1,1,1,1,1,1,1,6,6,8,8,0,0,0.3,0.3,1,1
"3333","choice5",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.985604,4.985604,5.4604234,5.4604234,4.0359651,4.0359651,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
"3334","choice5",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",4.4965252,4.4965252,4.8177056,4.8177056,3.5329841,3.5329841,125,125,300,300,300,300,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,3,3,2,2,3,3,1,1,0.7,0.7,1,1,4,4,4,4,8,8,0,0,0.7,0.7,1,1
"3335","choice5",0,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,1,1,2,2,3,3,1,1,0.7,0.7,1,1,8,8,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"3336","choice3",1,1,0,"sportuv","regcar","sportuv","truck","sportuv","sportcar","cng","cng","electric","electric","gasoline","gasoline",5.3019416,5.3019416,5.8068884,5.8068884,4.2920479,4.2920479,300,300,250,250,300,300,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
"3337","choice3",0,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.8177056,4.8177056,3.5329841,3.5329841,4.1753448,4.1753448,200,200,300,300,350,350,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,4,4,4,4,6,6,0,0,0.3,0.3,1,1
"3338","choice3",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",8.4371306,8.4371306,5.4593198,5.4593198,6.4519234,6.4519234,125,125,400,400,250,250,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.6,0.6,0.75,0.75,2,2,3,3,1,1,1,1,1,1,1,1,8,8,6,6,8,8,0,0,0.3,0.3,0.7,0.7
"3339","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",3.3109468,3.3109468,3.586859,3.586859,4.1386835,4.1386835,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,1,1,1,1,4,4,6,6,8,8,0,0,0.3,0.3,0.7,0.7
"3340","choice5",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.3230888,3.3230888,3.8343333,3.8343333,4.0899555,4.0899555,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,6,6,8,8,2,2,0.3,0.3,0.7,0.7,1,1
"3341","choice5",1,1,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",4.985604,4.985604,5.4604234,5.4604234,4.0359651,4.0359651,75,75,300,300,350,350,6,6,2.5,2.5,4,4,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"3342","choice4",1,0,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.0359651,4.0359651,3.0863263,3.0863263,3.5611457,3.5611457,200,200,300,300,350,350,2.5,2.5,4,4,6,6,100,100,95,95,110,110,0,0,0.25,0.25,0.5,0.5,2,2,0,0,1,1,0.7,0.7,1,1,1,1,2,2,8,8,2,2,0,0,0.1,0.1,1,1
"3343","choice5",0,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,300,300,250,250,300,300,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,2,2,3,3,1,1,0.7,0.7,1,1,1,1,4,4,6,6,8,8,0.7,0.7,0.1,0.1,1,1
"3344","choice1",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",4.0899555,4.0899555,2.8118444,2.8118444,3.3230888,3.3230888,75,75,300,300,350,350,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"3345","choice1",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",3.3109468,3.3109468,4.1386835,4.1386835,4.4145957,4.4145957,125,125,250,250,300,300,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,1,1,2,2,3,3,1,1,1,1,1,1,8,8,8,8,2,2,0,0,0.7,0.7,1,1
"3346","choice4",1,1,0,"van","truck","van","regcar","van","stwagon","methanol","methanol","electric","electric","gasoline","gasoline",5.3671598,5.3671598,4.2490015,4.2490015,4.6962648,4.6962648,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.7,0.7,1,1
"3347","choice3",1,1,1,"van","regcar","van","stwagon","van","truck","methanol","methanol","cng","cng","electric","electric",5.4600663,5.4600663,6.102427,6.102427,6.7447878,6.7447878,200,200,75,75,300,300,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,0.7,0.7,1,1,1,1,2,2,4,4,0,0,0.7,0.7,0.1,0.1
"3348","choice4",1,1,1,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,75,75,400,400,250,250,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0,0,0.7,0.7,1,1
"3349","choice4",1,1,0,"stwagon","truck","stwagon","van","stwagon","regcar","methanol","methanol","cng","cng","gasoline","gasoline",1.6554734,1.6554734,0.8277367,0.8277367,1.241605,1.241605,200,200,75,75,350,350,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,1,1,1,1,2,2,4,4,8,8,0,0,0.1,0.1,1,1
"3350","choice6",0,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.8343333,3.8343333,4.0899555,4.0899555,3.3230888,3.3230888,200,200,75,75,350,350,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,0.7,0.7,1,1,1,1,6,6,2,2,0,0,0.1,0.1,1,1
"3351","choice5",1,1,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",3.8017382,3.8017382,2.4599482,2.4599482,3.3544749,3.3544749,200,200,75,75,350,350,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,0.7,0.7,0.7,0.7,1,1,4,4,8,8,4,4,0,0,0.7,0.7,1,1
"3352","choice6",0,0,0,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",4.8177056,4.8177056,5.1388859,5.1388859,4.1753448,4.1753448,125,125,300,300,300,300,2.5,2.5,4,4,6,6,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,1,1,2,2,0.7,0.7,1,1,1,1,8,8,8,8,4,4,0,0,0.1,0.1,1,1
"3353","choice2",1,0,0,"sportcar","regcar","sportcar","truck","sportcar","sportuv","cng","cng","electric","electric","gasoline","gasoline",0.59872647,0.59872647,0.69851422,0.69851422,0.89808971,0.89808971,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,2,2,0,0,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
"3354","choice3",0,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",3.5329841,3.5329841,4.1753448,4.1753448,4.8177056,4.8177056,300,300,250,250,300,300,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,2,2,0,0,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
"3355","choice5",1,1,0,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",5.4600663,5.4600663,3.5329841,3.5329841,4.8177056,4.8177056,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,2,2,3,3,1,1,1,1,1,1,1,1,2,2,6,6,2,2,0,0,0.3,0.3,1,1
"3356","choice6",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",2.5247341,2.5247341,2.5247341,2.5247341,1.5148404,1.5148404,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,3,3,1,1,2,2,1,1,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"3357","choice6",1,0,0,"van","regcar","van","stwagon","van","truck","methanol","methanol","cng","cng","electric","electric",5.4600663,5.4600663,6.102427,6.102427,6.7447878,6.7447878,200,200,75,75,300,300,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,3,3,2,2,3,3,0.7,0.7,0.7,0.7,1,1,8,8,8,8,2,2,0,0,0.3,0.3,0.7,0.7
"3358","choice1",0,1,0,"van","regcar","van","stwagon","van","truck","cng","cng","electric","electric","gasoline","gasoline",4.1386835,4.1386835,4.4145957,4.4145957,3.0350346,3.0350346,300,300,250,250,300,300,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.6,0.6,0.25,0.25,0.5,0.5,3,3,2,2,3,3,0.7,0.7,1,1,1,1,2,2,4,4,6,6,0.3,0.3,0.7,0.7,1,1
"3359","choice5",1,0,1,"sportcar","sportuv","sportcar","regcar","sportcar","truck","methanol","methanol","electric","electric","gasoline","gasoline",7.0692554,7.0692554,8.8365693,8.8365693,6.3118352,6.3118352,125,125,250,250,300,300,6,6,2.5,2.5,4,4,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,1,1,2,2,0,0,1,1,1,1,1,1,8,8,2,2,4,4,0,0,0.1,0.1,1,1
"3360","choice6",1,0,1,"truck","van","truck","stwagon","truck","regcar","methanol","methanol","cng","cng","gasoline","gasoline",3.3927834,3.3927834,2.1953304,2.1953304,2.9936324,2.9936324,75,75,250,250,250,250,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.4,0.4,0.25,0.25,3,3,3,3,2,2,1,1,0.7,0.7,1,1,8,8,2,2,6,6,0,0,0.1,0.1,1,1
"3361","choice4",1,0,1,"regcar","van","regcar","stwagon","regcar","truck","methanol","methanol","cng","cng","gasoline","gasoline",5.9556216,5.9556216,6.4519234,6.4519234,7.9408288,7.9408288,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,3,3,2,2,3,3,1,1,0.7,0.7,1,1,2,2,4,4,8,8,0,0,0.7,0.7,1,1
"3362","choice6",1,1,0,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",5.3671598,5.3671598,3.8017382,3.8017382,4.2490015,4.2490015,125,125,300,300,250,250,4,4,6,6,2.5,2.5,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,3,3,3,3,2,2,1,1,0.7,0.7,1,1,2,2,8,8,2,2,0,0,0.1,0.1,0.3,0.3
"3363","choice3",1,0,0,"regcar","truck","regcar","van","regcar","stwagon","cng","cng","electric","electric","gasoline","gasoline",5.8068884,5.8068884,4.2920479,4.2920479,4.7969948,4.7969948,75,75,300,300,350,350,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0.7,0.7,0.1,0.1,1,1
"3364","choice3",1,0,0,"regcar","stwagon","regcar","truck","regcar","van","methanol","methanol","electric","electric","gasoline","gasoline",5.6978331,5.6978331,4.5107845,4.5107845,4.985604,4.985604,125,125,250,250,300,300,2.5,2.5,4,4,6,6,65,65,140,140,85,85,0,0,0.75,0.75,0.25,0.25,3,3,3,3,2,2,0.7,0.7,1,1,1,1,2,2,6,6,8,8,0,0,0.3,0.3,1,1
"3365","choice5",1,0,0,"stwagon","regcar","stwagon","truck","stwagon","van","methanol","methanol","cng","cng","electric","electric",4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,75,75,250,250,400,400,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,0.7,0.7,1,1,1,1,8,8,2,2,4,4,0,0,0.3,0.3,0.7,0.7
"3366","choice5",1,0,1,"regcar","truck","regcar","van","regcar","stwagon","methanol","methanol","cng","cng","electric","electric",6.7754218,6.7754218,7.4106175,7.4106175,5.2932982,5.2932982,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,2,2,3,3,3,3,1,1,0.7,0.7,1,1,8,8,2,2,4,4,0,0,0.7,0.7,0.1,0.1
